x,y,species cloglog values
1.0,1.0,0.4349643
2.0,2.0,0.8179236
3.0,3.0,0.6628895
4.0,4.0,0.047631104
5.0,5.0,0.07685506
6.0,6.0,0.6882501
7.0,7.0,0.80902976
8.0,8.0,0.5075235
9.0,9.0,0.70766264
10.0,10.0,0.59387565
11.0,11.0,0.27375084
12.0,12.0,0.48909187
13.0,13.0,0.3175644
14.0,14.0,0.7187372
15.0,15.0,0.39827478
16.0,16.0,0.8400658
17.0,17.0,0.6697766
18.0,18.0,0.5581051
19.0,19.0,0.6396988
20.0,20.0,0.7975581
21.0,21.0,0.18173595
22.0,22.0,0.82295376
23.0,23.0,0.15991521
24.0,24.0,0.82255346
25.0,25.0,0.6717176
26.0,26.0,0.7666623
27.0,27.0,0.36871955
28.0,28.0,0.044472795
29.0,29.0,0.14189863
30.0,30.0,0.79532516
31.0,31.0,0.71193504
32.0,32.0,0.029527642
33.0,33.0,0.07272414
34.0,34.0,0.036671106
35.0,35.0,0.5337513
36.0,36.0,0.54887354
37.0,37.0,0.7629755
38.0,38.0,0.03619247
39.0,39.0,0.13880716
40.0,40.0,0.46068907
41.0,41.0,0.16443186
42.0,42.0,0.5769925
43.0,43.0,0.74442714
44.0,44.0,0.039193768
45.0,45.0,0.2724911
46.0,46.0,0.70478886
47.0,47.0,0.82726747
48.0,48.0,0.66250587
49.0,49.0,0.199996
50.0,50.0,0.5142689
51.0,51.0,0.80943954
52.0,52.0,0.40990335
53.0,53.0,0.31109047
54.0,54.0,0.77937526
55.0,55.0,0.6748406
56.0,56.0,0.08097434
57.0,57.0,0.098821595
58.0,58.0,0.10149668
59.0,59.0,0.4273843
60.0,60.0,0.66511893
61.0,61.0,0.2890503
62.0,62.0,0.6826359
63.0,63.0,0.097218536
64.0,64.0,0.80041057
65.0,65.0,1.4489936E-4
66.0,66.0,0.3441977
67.0,67.0,0.02654683
68.0,68.0,0.75451934
69.0,69.0,0.81362164
70.0,70.0,0.63647646
71.0,71.0,0.5118002
72.0,72.0,0.18063131
73.0,73.0,0.009146742
74.0,74.0,0.16408789
75.0,75.0,0.7282093
76.0,76.0,0.14907384
77.0,77.0,0.012505761
78.0,78.0,0.1788878
79.0,79.0,0.7645806
80.0,80.0,0.39610052
81.0,81.0,0.68479383
82.0,82.0,0.6891605
83.0,83.0,0.28553274
84.0,84.0,0.4093756
85.0,85.0,0.34257114
86.0,86.0,0.48729837
87.0,87.0,0.7740437
88.0,88.0,0.6751442
89.0,89.0,0.47679168
90.0,90.0,0.63517773
91.0,91.0,0.13788345
92.0,92.0,0.272718
93.0,93.0,0.7971626
94.0,94.0,0.6656929
95.0,95.0,0.43329197
96.0,96.0,0.59574294
97.0,97.0,0.25968423
98.0,98.0,0.44767714
99.0,99.0,0.7840777
100.0,100.0,0.8127603
101.0,101.0,0.76838344
102.0,102.0,0.80307573
103.0,103.0,0.047690053
104.0,104.0,0.609202
105.0,105.0,0.13110062
106.0,106.0,0.2981521
107.0,107.0,0.37383083
108.0,108.0,0.58175117
109.0,109.0,0.28511328
110.0,110.0,0.34649584
111.0,111.0,0.66148794
112.0,112.0,0.59923565
113.0,113.0,0.042029247
114.0,114.0,0.075323895
115.0,115.0,0.10824
116.0,116.0,0.65651083
117.0,117.0,0.55620474
118.0,118.0,0.6940973
119.0,119.0,0.666244
120.0,120.0,0.7237721
121.0,121.0,0.55342805
122.0,122.0,0.14754759
123.0,123.0,0.33596137
124.0,124.0,0.5969448
125.0,125.0,0.15894578
126.0,126.0,0.47338742
127.0,127.0,0.5956098
128.0,128.0,0.38923222
129.0,129.0,0.6792997
130.0,130.0,0.58252156
131.0,131.0,0.030583765
132.0,132.0,0.73103184
133.0,133.0,0.662307
134.0,134.0,0.79639935
135.0,135.0,0.8403671
136.0,136.0,0.06557393
137.0,137.0,0.6539343
138.0,138.0,0.12708096
139.0,139.0,0.7807059
140.0,140.0,0.78382534
141.0,141.0,0.52018064
142.0,142.0,0.07633488
143.0,143.0,0.1954103
144.0,144.0,0.33346263
145.0,145.0,0.030544892
146.0,146.0,0.06782641
147.0,147.0,0.4152756
148.0,148.0,0.0022575702
149.0,149.0,0.23778717
150.0,150.0,0.08643387
151.0,151.0,0.2204652
152.0,152.0,0.56589055
153.0,153.0,0.373128
154.0,154.0,0.34404314
155.0,155.0,0.8047891
156.0,156.0,0.42701355
157.0,157.0,0.13743503
158.0,158.0,0.16363102
159.0,159.0,0.6992857
160.0,160.0,0.58277035
161.0,161.0,0.0073406687
162.0,162.0,0.0019613113
163.0,163.0,0.11886517
164.0,164.0,0.605948
165.0,165.0,0.07239534
166.0,166.0,0.7728971
167.0,167.0,0.49232176
168.0,168.0,6.718954E-5
169.0,169.0,0.5664502
170.0,170.0,0.035606228
171.0,171.0,0.11717697
172.0,172.0,0.13537282
173.0,173.0,0.47216138
174.0,174.0,0.71214557
175.0,175.0,0.6554985
176.0,176.0,0.21599601
177.0,177.0,0.657145
178.0,178.0,3.914841E-4
179.0,179.0,0.0010960036
180.0,180.0,0.114523105
181.0,181.0,0.62850964
182.0,182.0,0.705722
183.0,183.0,0.19794129
184.0,184.0,0.7699161
185.0,185.0,0.4419454
186.0,186.0,0.22455211
187.0,187.0,0.58757395
188.0,188.0,0.18532853
189.0,189.0,0.5972878
190.0,190.0,0.29047808
191.0,191.0,0.7585876
192.0,192.0,0.0365851
193.0,193.0,0.68468064
194.0,194.0,0.7935541
195.0,195.0,0.41474825
196.0,196.0,0.70616895
197.0,197.0,0.7354052
198.0,198.0,0.6173553
199.0,199.0,0.042312622
200.0,200.0,0.65126306
201.0,201.0,0.3038053
202.0,202.0,0.23423804
203.0,203.0,0.57608736
204.0,204.0,0.77634597
205.0,205.0,0.6979608
206.0,206.0,0.26217923
207.0,207.0,0.2775751
208.0,208.0,0.433293
209.0,209.0,0.6742945
210.0,210.0,0.21017653
211.0,211.0,0.6266929
212.0,212.0,0.7083692
213.0,213.0,0.572573
214.0,214.0,0.6363374
215.0,215.0,0.59786534
216.0,216.0,0.82344425
217.0,217.0,0.018349221
218.0,218.0,0.11338068
219.0,219.0,0.35615826
220.0,220.0,0.1917157
221.0,221.0,0.5688574
222.0,222.0,0.21288046
223.0,223.0,0.8151778
224.0,224.0,0.7414043
225.0,225.0,0.40205786
226.0,226.0,0.2925761
227.0,227.0,0.073886365
228.0,228.0,0.3762104
229.0,229.0,0.6844601
230.0,230.0,0.17565016
231.0,231.0,0.024677873
232.0,232.0,0.19433033
233.0,233.0,0.05289164
234.0,234.0,0.67784196
235.0,235.0,0.5488797
236.0,236.0,0.5869192
237.0,237.0,0.27337658
238.0,238.0,0.020027734
239.0,239.0,0.5654464
240.0,240.0,0.05770476
241.0,241.0,0.8164541
242.0,242.0,0.6774105
243.0,243.0,0.53659564
244.0,244.0,0.18317178
245.0,245.0,0.68619555
246.0,246.0,0.4660425
247.0,247.0,0.6412086
248.0,248.0,0.3056193
249.0,249.0,0.62064904
250.0,250.0,0.6116928
251.0,251.0,0.17341897
252.0,252.0,0.38103506
253.0,253.0,0.07471724
254.0,254.0,0.4548863
255.0,255.0,0.678967
256.0,256.0,0.27601236
