x,y,species_9 cloglog values
1.0,1.0,0.6219044
2.0,2.0,0.34640762
3.0,3.0,0.4624595
4.0,4.0,0.16240603
5.0,5.0,0.0075258003
6.0,6.0,0.6081623
7.0,7.0,0.08658077
8.0,8.0,0.6826543
9.0,9.0,0.48533463
10.0,10.0,0.82392955
11.0,11.0,0.59271497
12.0,12.0,5.802663E-4
13.0,13.0,0.2745702
14.0,14.0,0.5441285
15.0,15.0,0.7524861
16.0,16.0,0.041581724
17.0,17.0,0.66847485
18.0,18.0,0.21775256
19.0,19.0,0.6354292
20.0,20.0,0.057224736
21.0,21.0,0.8662812
22.0,22.0,0.75632155
23.0,23.0,0.46457362
24.0,24.0,0.6268902
25.0,25.0,0.8331414
26.0,26.0,0.7257512
27.0,27.0,0.7828459
28.0,28.0,0.1639761
29.0,29.0,0.13997552
30.0,30.0,0.71127266
31.0,31.0,0.003549681
32.0,32.0,0.10504398
33.0,33.0,0.082143106
34.0,34.0,0.48515
35.0,35.0,0.49790373
36.0,36.0,2.67241E-4
37.0,37.0,0.4656283
38.0,38.0,0.028468624
39.0,39.0,0.7884765
40.0,40.0,0.7719598
41.0,41.0,1.1920418E-5
42.0,42.0,0.5979826
43.0,43.0,0.041266207
44.0,44.0,0.48822665
45.0,45.0,0.06534634
46.0,46.0,0.60124946
47.0,47.0,0.23213327
48.0,48.0,0.34237802
49.0,49.0,0.61400175
50.0,50.0,0.8325005
51.0,51.0,0.7237325
52.0,52.0,0.010953949
53.0,53.0,0.7389656
54.0,54.0,0.7041688
55.0,55.0,0.74528974
56.0,56.0,0.015762132
57.0,57.0,0.18946493
58.0,58.0,0.8744321
59.0,59.0,0.71059847
60.0,60.0,0.5528756
61.0,61.0,0.16736439
62.0,62.0,0.2699419
63.0,63.0,0.717328
64.0,64.0,0.69082195
65.0,65.0,0.8961724
66.0,66.0,0.5573369
67.0,67.0,0.82318985
68.0,68.0,0.8357712
69.0,69.0,0.8384193
70.0,70.0,0.5808988
71.0,71.0,0.50508
72.0,72.0,8.422517E-6
73.0,73.0,0.19362779
74.0,74.0,0.79126817
75.0,75.0,0.69232535
76.0,76.0,0.72574544
77.0,77.0,1.5953576E-5
78.0,78.0,0.73074985
79.0,79.0,0.32872906
80.0,80.0,0.03275946
81.0,81.0,3.47838E-4
82.0,82.0,0.5015046
83.0,83.0,0.8606679
84.0,84.0,0.539252
