X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,2.489568668215005E-4,97.01924870955878,0.8397033468167953
2.0,2.0,train,2.4199343678065868E-4,94.63458482997613,0.8312813631471268
3.0,3.0,train,2.544302409324409E-4,98.79522840804972,0.8460270127334814
5.0,5.0,train,2.3951062942692715E-4,93.8639328685752,0.8281726784968767
7.0,7.0,train,1.702673204979204E-4,59.08980679282432,0.7140898525949335
8.0,8.0,train,2.0931302262005127E-4,74.4239756821587,0.7854482141940294
9.0,9.0,train,2.12257322900216E-4,76.4138452309699,0.7900435916778421
10.0,10.0,train,2.303153827440041E-4,89.60281164151117,0.816152209554339
11.0,11.0,train,1.795188887743469E-4,62.61695363857418,0.7328940854509263
12.0,12.0,train,1.5694521096627803E-4,52.08000945113513,0.6846626399890043
14.0,14.0,train,9.843041477758919E-5,20.065588429301208,0.5151025489460488
16.0,16.0,train,2.040186017046175E-4,72.00235531383393,0.7769303206655801
18.0,18.0,train,1.8446545179699609E-4,64.16995581637853,0.7424354882113819
19.0,19.0,train,2.0620825867785544E-4,73.01465933362891,0.7804933944784941
21.0,21.0,train,1.264184185248071E-4,30.289224154084696,0.6053004445600458
22.0,22.0,train,1.337863799856998E-4,34.10840743079991,0.6261166619403913
23.0,23.0,train,7.943757284658173E-5,14.795104525840646,0.44242156674564337
24.0,24.0,train,2.2459747112083336E-4,85.56506989504875,0.8082570981872897
25.0,25.0,train,2.168970659267979E-4,79.42305853553317,0.7970862285483094
26.0,26.0,train,2.1863497414455777E-4,80.76292403038303,0.7996629422926935
27.0,27.0,train,1.8141942485474922E-4,63.17960199102136,0.7366011344835227
28.0,28.0,train,1.5542419650915534E-4,50.934621572229396,0.681115814793473
29.0,29.0,train,1.6483919437501734E-4,56.168611247026426,0.7024465546059017
31.0,31.0,train,1.6932352313607144E-4,58.5958261400207,0.7120986463597936
32.0,32.0,train,1.7063768896779746E-4,59.23279934038077,0.714867481286795
33.0,33.0,train,1.3051437853871158E-4,32.41686464693857,0.6170115597062984
35.0,35.0,train,1.868097551610047E-4,65.35494043887005,0.7468376071384071
36.0,36.0,train,1.771039956924738E-4,61.77666068386189,0.7281084101632467
37.0,37.0,train,1.2187581046048702E-4,27.761420062722316,0.591893007373274
38.0,38.0,train,1.2084030499725829E-4,27.505027426732415,0.5887735362903512
39.0,39.0,train,1.2575960502125895E-4,29.976689746184483,0.6033836236804635
40.0,40.0,train,1.3044871737749602E-4,32.370753705670126,0.61682659066209
41.0,41.0,train,1.3861424461758274E-4,36.70364432035677,0.6391574782350373
42.0,42.0,train,1.2093798955975002E-4,27.529134186092378,0.589068827820878
43.0,43.0,train,1.2191046574261824E-4,27.780439609161096,0.591996996543513
44.0,44.0,train,2.5546615095379177E-4,98.99249096068105,0.8471954716296464
45.0,45.0,train,2.044550352557453E-4,72.24394059398931,0.7776450834480801
47.0,47.0,train,2.345904541341271E-4,91.69521191223784,0.8218419591203778
49.0,49.0,train,2.3132292917600941E-4,90.03224213095709,0.817509321233793
50.0,50.0,train,2.3241265841949792E-4,90.75418554253565,0.8189658542519458
51.0,51.0,train,2.1009779631098868E-4,74.97261843965833,0.786682807758291
48.0,48.0,test,2.3825802832637302E-4,93.3285885295582,0.8265826434754818
17.0,17.0,test,2.019946728049967E-4,70.95184103534966,0.7735855094141947
20.0,20.0,test,9.609745294186172E-5,19.463910338653037,0.5067120431478506
4.0,4.0,test,2.518929213122408E-4,98.25268819782822,0.8431271488370723
6.0,6.0,test,2.3714854697226556E-4,92.79492875885757,0.8251619990742075
15.0,15.0,test,1.2806641611331585E-4,31.191034307191046,0.6100548290014044
30.0,30.0,test,1.7206845105623202E-4,59.837030398629594,0.7178517057864442
13.0,13.0,test,1.4044757130233016E-4,37.81569577383028,0.6439895497277179
34.0,34.0,test,1.2074100497125235E-4,27.460024102225358,0.5884731438733071
46.0,46.0,test,2.5276794306915504E-4,98.50325780832975,0.8441333159512872
