x,y,species_6 cloglog values
1.0,1.0,0.58359534
2.0,2.0,0.3708787
3.0,3.0,0.50679356
4.0,4.0,0.23486824
5.0,5.0,0.0068109105
6.0,6.0,0.57679456
7.0,7.0,0.12404305
8.0,8.0,0.6541092
9.0,9.0,0.46832106
10.0,10.0,0.8160941
11.0,11.0,0.57254136
12.0,12.0,6.228663E-4
13.0,13.0,0.25856143
14.0,14.0,0.53801537
15.0,15.0,0.72612953
16.0,16.0,0.041532904
17.0,17.0,0.6806073
18.0,18.0,0.28503737
19.0,19.0,0.61274046
20.0,20.0,0.052621815
21.0,21.0,0.8647835
22.0,22.0,0.73411286
23.0,23.0,0.44952893
24.0,24.0,0.6170788
25.0,25.0,0.8314928
26.0,26.0,0.743703
27.0,27.0,0.7910603
28.0,28.0,0.15233588
29.0,29.0,0.12074787
30.0,30.0,0.6876844
31.0,31.0,0.021418065
32.0,32.0,0.1577513
33.0,33.0,0.06953723
34.0,34.0,0.45957536
35.0,35.0,0.6030732
36.0,36.0,0.005612476
37.0,37.0,0.5213463
38.0,38.0,0.049160447
39.0,39.0,0.8070842
40.0,40.0,0.8036098
41.0,41.0,1.4041131E-5
42.0,42.0,0.6306644
43.0,43.0,0.03704711
44.0,44.0,0.56289536
45.0,45.0,0.06055206
46.0,46.0,0.57771885
47.0,47.0,0.261385
48.0,48.0,0.32853165
49.0,49.0,0.61665404
50.0,50.0,0.82346356
51.0,51.0,0.7007946
52.0,52.0,0.012192605
53.0,53.0,0.742948
54.0,54.0,0.6977441
55.0,55.0,0.85152215
56.0,56.0,0.026042657
57.0,57.0,0.22797398
58.0,58.0,0.85886496
59.0,59.0,0.6765892
60.0,60.0,0.5144427
61.0,61.0,0.14348903
62.0,62.0,0.23866293
63.0,63.0,0.70486987
64.0,64.0,0.6620735
65.0,65.0,0.8848351
66.0,66.0,0.52168506
67.0,67.0,0.8216937
68.0,68.0,0.8310226
69.0,69.0,0.8223583
70.0,70.0,0.5724062
71.0,71.0,0.5158684
72.0,72.0,7.915404E-6
73.0,73.0,0.18124673
74.0,74.0,0.80846614
75.0,75.0,0.663529
76.0,76.0,0.83731276
77.0,77.0,1.5139811E-5
78.0,78.0,0.75311595
79.0,79.0,0.36815536
80.0,80.0,0.03647845
81.0,81.0,0.006133629
82.0,82.0,0.4681338
83.0,83.0,0.85760677
84.0,84.0,0.5212776
85.0,85.0,0.4194422
86.0,86.0,0.7189858
87.0,87.0,0.6251824
88.0,88.0,0.47549006
89.0,89.0,0.53277373
90.0,90.0,0.09584627
91.0,91.0,0.0774007
92.0,92.0,0.15905233
93.0,93.0,0.52289504
94.0,94.0,0.06634579
95.0,95.0,0.7920402
96.0,96.0,0.519077
97.0,97.0,0.5895327
98.0,98.0,0.57401866
99.0,99.0,0.42308998
100.0,100.0,0.62096214
101.0,101.0,0.35133654
102.0,102.0,0.5631733
103.0,103.0,0.5835508
104.0,104.0,0.4056921
105.0,105.0,0.8168419
106.0,106.0,0.44611713
107.0,107.0,0.51479566
108.0,108.0,0.0010078955
109.0,109.0,0.026333708
110.0,110.0,0.8775493
111.0,111.0,0.8762226
112.0,112.0,0.58219236
