x,y,species max
1.0,1.0,0.6257953
2.0,2.0,0.4292461
3.0,3.0,0.50679356
4.0,4.0,0.32517558
5.0,5.0,0.009700183
6.0,6.0,0.6380911
7.0,7.0,0.17924318
8.0,8.0,0.6984884
9.0,9.0,0.5902298
10.0,10.0,0.85107756
11.0,11.0,0.6822878
12.0,12.0,0.0010480466
13.0,13.0,0.2745702
14.0,14.0,0.592322
15.0,15.0,0.753024
16.0,16.0,0.06542996
17.0,17.0,0.72395265
18.0,18.0,0.2944668
19.0,19.0,0.68585044
20.0,20.0,0.06621299
21.0,21.0,0.87218535
22.0,22.0,0.75859123
23.0,23.0,0.46457362
24.0,24.0,0.69689715
25.0,25.0,0.8404372
26.0,26.0,0.7515669
27.0,27.0,0.84113854
28.0,28.0,0.1639761
29.0,29.0,0.14648929
30.0,30.0,0.7183075
31.0,31.0,0.021418065
32.0,32.0,0.22797228
33.0,33.0,0.08298964
34.0,34.0,0.57500887
35.0,35.0,0.6030732
36.0,36.0,0.005612476
37.0,37.0,0.7002215
38.0,38.0,0.075747274
39.0,39.0,0.8755573
40.0,40.0,0.877252
41.0,41.0,3.4102275E-5
42.0,42.0,0.69792134
43.0,43.0,0.042755257
44.0,44.0,0.6848017
45.0,45.0,0.07977077
46.0,46.0,0.6315127
47.0,47.0,0.2665358
48.0,48.0,0.3430146
49.0,49.0,0.66494226
50.0,50.0,0.8377441
51.0,51.0,0.7300196
52.0,52.0,0.014390708
53.0,53.0,0.7971757
54.0,54.0,0.7933583
55.0,55.0,0.85152215
56.0,56.0,0.031230245
57.0,57.0,0.33737248
58.0,58.0,0.8744321
59.0,59.0,0.7410377
60.0,60.0,0.60799295
61.0,61.0,0.16736439
62.0,62.0,0.27673903
63.0,63.0,0.78623194
64.0,64.0,0.69082195
65.0,65.0,0.8961724
66.0,66.0,0.628521
67.0,67.0,0.83339167
68.0,68.0,0.8367072
69.0,69.0,0.8384193
70.0,70.0,0.5982097
71.0,71.0,0.5810283
72.0,72.0,2.6526617E-5
73.0,73.0,0.19362779
74.0,74.0,0.886748
75.0,75.0,0.74048823
76.0,76.0,0.83731276
77.0,77.0,4.7466332E-5
78.0,78.0,0.78405005
79.0,79.0,0.37351137
80.0,80.0,0.038062416
81.0,81.0,0.006133629
82.0,82.0,0.56930846
83.0,83.0,0.86403847
84.0,84.0,0.67127144
85.0,85.0,0.45624593
86.0,86.0,0.8070027
87.0,87.0,0.69339937
88.0,88.0,0.48865736
89.0,89.0,0.6157709
90.0,90.0,0.1045034
91.0,91.0,0.11839006
92.0,92.0,0.1817099
93.0,93.0,0.5956172
94.0,94.0,0.082952306
95.0,95.0,0.8252783
96.0,96.0,0.53672296
97.0,97.0,0.6392608
98.0,98.0,0.6457524
99.0,99.0,0.43761528
100.0,100.0,0.65583587
101.0,101.0,0.44174224
102.0,102.0,0.57468414
103.0,103.0,0.6693171
104.0,104.0,0.45241526
105.0,105.0,0.83141273
106.0,106.0,0.5573244
107.0,107.0,0.6230423
108.0,108.0,0.0018634212
109.0,109.0,0.03227135
110.0,110.0,0.88371825
111.0,111.0,0.88540065
112.0,112.0,0.6427897
113.0,113.0,0.6454888
114.0,114.0,0.6369728
115.0,115.0,0.69919276
116.0,116.0,0.14265558
117.0,117.0,0.23758236
118.0,118.0,0.57168514
119.0,119.0,0.124716476
120.0,120.0,0.7373209
121.0,121.0,0.6618414
122.0,122.0,0.5121269
123.0,123.0,0.54982597
124.0,124.0,0.15386316
125.0,125.0,0.2703464
126.0,126.0,0.0027901956
127.0,127.0,0.43881217
128.0,128.0,0.6400575
129.0,129.0,0.048366766
130.0,130.0,0.46134266
131.0,131.0,0.1121811
132.0,132.0,0.72486174
133.0,133.0,0.7569079
134.0,134.0,0.03994082
135.0,135.0,0.37865987
136.0,136.0,0.071198516
137.0,137.0,0.57925063
138.0,138.0,0.35222208
139.0,139.0,1.2510087E-4
140.0,140.0,0.50930756
141.0,141.0,0.08709638
142.0,142.0,0.8650553
143.0,143.0,0.6484338
144.0,144.0,0.36011952
145.0,145.0,0.6501113
146.0,146.0,0.6157187
147.0,147.0,0.501884
148.0,148.0,1.217579E-5
149.0,149.0,0.14050859
150.0,150.0,0.6056053
151.0,151.0,0.6759799
152.0,152.0,0.73538524
153.0,153.0,0.27862567
154.0,154.0,0.1436062
155.0,155.0,0.6700678
156.0,156.0,0.789636
157.0,157.0,0.69892365
158.0,158.0,0.67290574
159.0,159.0,0.65474993
160.0,160.0,0.40469056
161.0,161.0,0.6219065
162.0,162.0,0.45666206
