x,y,species_2 cloglog values
1.0,1.0,0.10941522
2.0,2.0,0.84168494
3.0,3.0,0.040612984
4.0,4.0,0.05832202
5.0,5.0,0.47981155
6.0,6.0,0.36991656
7.0,7.0,0.9487526
8.0,8.0,0.012137031
9.0,9.0,0.017985066
10.0,10.0,0.3596339
11.0,11.0,0.23343872
12.0,12.0,0.7345275
13.0,13.0,3.8344343E-4
14.0,14.0,0.077021696
15.0,15.0,0.88151723
16.0,16.0,0.82405525
17.0,17.0,0.7778988
18.0,18.0,0.54336154
19.0,19.0,0.30099544
20.0,20.0,0.014644433
21.0,21.0,0.49686745
22.0,22.0,0.8118245
23.0,23.0,0.13890874
24.0,24.0,0.28769317
25.0,25.0,0.052638862
26.0,26.0,0.8737685
27.0,27.0,0.2717827
28.0,28.0,0.7982039
29.0,29.0,0.08308076
30.0,30.0,0.78614056
31.0,31.0,0.0015969373
32.0,32.0,0.35130152
33.0,33.0,0.5912613
34.0,34.0,0.30968487
35.0,35.0,0.065526165
36.0,36.0,0.09331489
37.0,37.0,0.0011062305
38.0,38.0,0.0016549511
39.0,39.0,0.74050355
40.0,40.0,0.0023620792
41.0,41.0,0.24306557
42.0,42.0,0.09844246
43.0,43.0,0.27321365
44.0,44.0,0.80048436
45.0,45.0,1.1506047E-5
46.0,46.0,0.021518053
47.0,47.0,0.010443164
48.0,48.0,0.3131028
49.0,49.0,0.52116585
50.0,50.0,0.003272807
51.0,51.0,0.19816998
52.0,52.0,0.83238834
53.0,53.0,0.22806087
54.0,54.0,0.08785704
55.0,55.0,0.3583243
56.0,56.0,0.12098115
57.0,57.0,0.8268095
58.0,58.0,2.916962E-4
59.0,59.0,0.10335559
60.0,60.0,0.27866358
61.0,61.0,0.32957318
62.0,62.0,0.5982876
63.0,63.0,0.26861045
64.0,64.0,4.889506E-6
65.0,65.0,0.44653267
66.0,66.0,0.79377216
67.0,67.0,0.086904645
68.0,68.0,0.14582129
69.0,69.0,0.050494827
70.0,70.0,0.7749102
71.0,71.0,0.3643457
72.0,72.0,4.238547E-4
73.0,73.0,0.13354492
74.0,74.0,0.57161623
75.0,75.0,0.013524313
76.0,76.0,0.027737055
77.0,77.0,0.4039095
78.0,78.0,0.28043246
79.0,79.0,0.027587831
80.0,80.0,0.020219875
81.0,81.0,0.016265007
82.0,82.0,0.103920266
83.0,83.0,0.27972573
84.0,84.0,0.41579342
85.0,85.0,0.85304743
86.0,86.0,0.035685074
87.0,87.0,0.4194855
88.0,88.0,0.08726566
89.0,89.0,0.26081395
90.0,90.0,0.6192499
91.0,91.0,0.40408635
92.0,92.0,3.700767E-5
93.0,93.0,0.085426755
94.0,94.0,3.568247E-5
95.0,95.0,0.048686102
96.0,96.0,0.35232985
97.0,97.0,0.41381168
98.0,98.0,0.31681225
99.0,99.0,0.39901307
100.0,100.0,0.047199424
101.0,101.0,0.2036175
102.0,102.0,0.63098764
103.0,103.0,0.052679505
104.0,104.0,0.68354684
105.0,105.0,0.0862139
106.0,106.0,0.1628986
107.0,107.0,0.048865583
108.0,108.0,0.6337272
109.0,109.0,0.35429356
110.0,110.0,0.29151082
111.0,111.0,0.0064614764
112.0,112.0,0.0782981
113.0,113.0,0.78257626
114.0,114.0,0.10797943
115.0,115.0,0.60669684
116.0,116.0,0.4224647
117.0,117.0,0.28562212
118.0,118.0,0.05300165
119.0,119.0,0.11768681
120.0,120.0,0.13043264
121.0,121.0,0.055681698
122.0,122.0,0.04954747
123.0,123.0,0.02712852
124.0,124.0,0.4068082
125.0,125.0,0.41398895
126.0,126.0,0.2899045
127.0,127.0,0.20011854
128.0,128.0,0.054563653
129.0,129.0,0.66626877
130.0,130.0,0.1556071
131.0,131.0,0.29502866
132.0,132.0,0.0016219516
133.0,133.0,0.14792304
134.0,134.0,0.1902401
135.0,135.0,0.6457535
136.0,136.0,0.18464328
137.0,137.0,0.24322277
138.0,138.0,0.35048342
139.0,139.0,0.23374626
140.0,140.0,0.30388853
141.0,141.0,0.31337714
142.0,142.0,0.02075644
143.0,143.0,0.5371081
144.0,144.0,0.1807342
145.0,145.0,0.24132878
146.0,146.0,0.05396271
147.0,147.0,0.21018492
148.0,148.0,0.0010092197
149.0,149.0,0.81592214
150.0,150.0,0.11941509
151.0,151.0,0.62975484
152.0,152.0,0.5109919
153.0,153.0,0.65908986
154.0,154.0,0.46965194
155.0,155.0,0.040356576
156.0,156.0,0.41609836
157.0,157.0,0.0800679
158.0,158.0,0.14866044
159.0,159.0,0.3960806
160.0,160.0,0.27017078
161.0,161.0,0.60002315
162.0,162.0,0.27098355
163.0,163.0,0.37249574
164.0,164.0,0.0379555
165.0,165.0,0.9628075
166.0,166.0,0.43635523
167.0,167.0,4.853921E-4
168.0,168.0,0.2450665
169.0,169.0,0.04701808
170.0,170.0,0.05275363
171.0,171.0,0.35351327
172.0,172.0,0.331616
173.0,173.0,0.8826739
174.0,174.0,0.019076772
175.0,175.0,0.048617534
176.0,176.0,0.5425822
177.0,177.0,0.5231759
178.0,178.0,0.17076693
179.0,179.0,0.3434717
180.0,180.0,0.4860644
181.0,181.0,0.06403137
182.0,182.0,0.005522143
183.0,183.0,0.37516928
184.0,184.0,0.030336447
185.0,185.0,0.9219667
186.0,186.0,0.38923436
187.0,187.0,0.37455177
188.0,188.0,0.91142243
189.0,189.0,0.3711029
190.0,190.0,0.7590707
191.0,191.0,0.3053851
192.0,192.0,0.18097223
193.0,193.0,0.005186344
194.0,194.0,0.8124121
195.0,195.0,0.2848511
196.0,196.0,0.3331769
197.0,197.0,0.041622058
198.0,198.0,0.7254164
199.0,199.0,0.13476773
200.0,200.0,0.41865078
201.0,201.0,0.68492526
202.0,202.0,0.20527904
203.0,203.0,0.056640737
204.0,204.0,0.33580977
205.0,205.0,0.113516286
206.0,206.0,0.018405244
207.0,207.0,0.18868817
208.0,208.0,0.36034304
209.0,209.0,0.5217638
210.0,210.0,0.37935463
211.0,211.0,0.3491047
212.0,212.0,0.033396956
213.0,213.0,0.1249364
214.0,214.0,0.4076178
215.0,215.0,0.60472137
216.0,216.0,0.09540168
217.0,217.0,0.18429229
218.0,218.0,0.42804116
219.0,219.0,0.49133936
220.0,220.0,1.0125819E-5
221.0,221.0,0.27262816
222.0,222.0,0.08777393
223.0,223.0,0.35304376
224.0,224.0,0.495675
225.0,225.0,0.08592299
226.0,226.0,0.14082454
227.0,227.0,0.31874603
228.0,228.0,0.4938191
229.0,229.0,0.5403048
230.0,230.0,0.010895228
231.0,231.0,0.6090529
232.0,232.0,0.122369915
233.0,233.0,0.3984939
234.0,234.0,0.5956175
235.0,235.0,0.7049984
236.0,236.0,0.037994154
237.0,237.0,0.3532618
238.0,238.0,0.24414472
239.0,239.0,0.38977405
240.0,240.0,0.05312843
241.0,241.0,0.34756833
242.0,242.0,0.16281746
243.0,243.0,0.10110068
244.0,244.0,0.46750513
245.0,245.0,0.3473895
246.0,246.0,0.05439348
247.0,247.0,0.08881942
248.0,248.0,0.014911668
249.0,249.0,0.39624915
250.0,250.0,0.25595206
251.0,251.0,0.26621947
252.0,252.0,0.0991555
253.0,253.0,0.43364176
254.0,254.0,0.0076566576
255.0,255.0,0.32047424
256.0,256.0,0.20270233
257.0,257.0,0.35857624
258.0,258.0,0.25850374
259.0,259.0,0.04095907
260.0,260.0,0.39363644
261.0,261.0,0.44643566
262.0,262.0,0.0052112457
263.0,263.0,0.071970806
264.0,264.0,0.019602824
265.0,265.0,0.27529347
266.0,266.0,0.8721553
267.0,267.0,0.29703763
268.0,268.0,0.19513012
269.0,269.0,0.949915
270.0,270.0,0.50988376
271.0,271.0,0.003389136
272.0,272.0,0.19282323
273.0,273.0,0.12310997
274.0,274.0,0.07565834
275.0,275.0,0.5946236
276.0,276.0,0.23017563
277.0,277.0,0.18429795
278.0,278.0,0.13507324
279.0,279.0,0.8020823
280.0,280.0,0.6066941
281.0,281.0,0.36582828
282.0,282.0,0.37385708
283.0,283.0,0.90897495
284.0,284.0,0.34910166
285.0,285.0,0.2279338
286.0,286.0,0.3398211
287.0,287.0,0.3409304
288.0,288.0,0.13582714
289.0,289.0,0.45834714
290.0,290.0,0.86422324
291.0,291.0,0.6626282
292.0,292.0,0.46224722
293.0,293.0,0.22846885
294.0,294.0,0.06426151
295.0,295.0,0.6332919
296.0,296.0,0.3223787
297.0,297.0,0.9477402
298.0,298.0,0.9205996
299.0,299.0,0.19066688
300.0,300.0,0.30035037
301.0,301.0,0.17258972
302.0,302.0,0.13504082
303.0,303.0,0.046341717
304.0,304.0,0.46064264
305.0,305.0,0.026481804
306.0,306.0,0.11833129
307.0,307.0,0.65583116
