variable,x,y
vpdmin9,-0.473200035095215,0.006382450927048922
vpdmin9,-0.46184323425292984,0.006382450927048922
vpdmin9,-0.4504864334106447,0.006382450927048922
vpdmin9,-0.4391296325683595,0.006382450927048922
vpdmin9,-0.4277728317260744,0.006382450927048922
vpdmin9,-0.4164160308837892,0.006382450927048922
vpdmin9,-0.40505923004150407,0.006382450927048922
vpdmin9,-0.39370242919921894,0.006382450927048922
vpdmin9,-0.38234562835693375,0.006382450927048922
vpdmin9,-0.37098882751464857,0.006382450927048922
vpdmin9,-0.35963202667236344,0.006382450927048922
vpdmin9,-0.34827522583007825,0.006382450927048922
vpdmin9,-0.3369184249877931,0.006382450927048922
vpdmin9,-0.32556162414550793,0.006382450927048922
vpdmin9,-0.3142048233032228,0.006382450927048922
vpdmin9,-0.3028480224609376,0.006382450927048922
vpdmin9,-0.2914912216186525,0.006382450927048922
vpdmin9,-0.2801344207763673,0.006382450927048922
vpdmin9,-0.2687776199340821,0.006382450927048922
vpdmin9,-0.257420819091797,0.006382450927048922
vpdmin9,-0.24606401824951182,0.006382450927048922
vpdmin9,-0.23470721740722664,0.006382450927048922
vpdmin9,-0.2233504165649415,0.006382450927048922
vpdmin9,-0.21199361572265635,0.006382450927048922
vpdmin9,-0.20063681488037116,0.006382450927048922
vpdmin9,-0.18928001403808598,0.006382450927048922
vpdmin9,-0.17792321319580084,0.006382450927048922
vpdmin9,-0.16656641235351566,0.006382450927048922
vpdmin9,-0.15520961151123058,0.006382450927048922
vpdmin9,-0.1438528106689454,0.006382450927048922
vpdmin9,-0.1324960098266602,0.006382450927048922
vpdmin9,-0.12113920898437508,0.006382450927048922
vpdmin9,-0.1097824081420899,0.006382450927048922
vpdmin9,-0.09842560729980471,0.006382450927048922
vpdmin9,-0.08706880645751958,0.006382450927048922
vpdmin9,-0.07571200561523439,0.006382450927048922
vpdmin9,-0.0643552047729492,0.006382450927048922
vpdmin9,-0.05299840393066413,0.006382450927048922
vpdmin9,-0.04164160308837894,0.006382450927048922
vpdmin9,-0.030284802246093756,0.006382450927048922
vpdmin9,-0.018928001403808625,0.006382450927048922
vpdmin9,-0.007571200561523439,0.006382450927048922
vpdmin9,0.0037856002807617473,0.006531872320920229
vpdmin9,0.015142401123046878,0.007000986021012068
vpdmin9,0.02649920196533201,0.007503031753003597
vpdmin9,0.03785600280761714,0.00804025586694479
vpdmin9,0.049212803649902326,0.008615054190158844
vpdmin9,0.06056960449218762,0.009229975752532482
vpdmin9,0.0719264053344727,0.009887738153338432
vpdmin9,0.08328320617675777,0.010591232217848301
vpdmin9,0.09464000701904307,0.011343537829816341
vpdmin9,0.10599680786132815,0.012147931382060051
vpdmin9,0.11735360870361333,0.013007896021008492
vpdmin9,0.12871040954589852,0.013927138410508633
vpdmin9,0.1400672103881837,0.014909598976373672
vpdmin9,0.15142401123046878,0.015959464013576508
vpdmin9,0.16278081207275386,0.017081180587410927
vpdmin9,0.17413761291503915,0.01827947050333023
vpdmin9,0.18549441375732423,0.019559346139431
vpdmin9,0.19685121459960953,0.020926127210259438
vpdmin9,0.2082080154418946,0.022385448217391968
vpdmin9,0.2195648162841798,0.023943288251757622
vpdmin9,0.23092161712646486,0.025605974718928337
vpdmin9,0.24227841796875016,0.027380213141441345
vpdmin9,0.25363521881103523,0.02927309460937977
vpdmin9,0.2649920196533203,0.03129211440682411
vpdmin9,0.2763488204956056,0.03344519063830376
vpdmin9,0.2877056213378907,0.0357406921684742
vpdmin9,0.29906242218017587,0.03818744421005249
vpdmin9,0.31041922302246105,0.040794748812913895
vpdmin9,0.32177602386474624,0.04357239976525307
vpdmin9,0.3331328247070313,0.04653070494532585
vpdmin9,0.3444896255493166,0.04968050494790077
vpdmin9,0.3558464263916017,0.053033165633678436
vpdmin9,0.36720322723388676,0.05660061910748482
vpdmin9,0.37856002807617206,0.06039535626769066
vpdmin9,0.38991682891845714,0.06443044543266296
vpdmin9,0.4012736297607423,0.0687195211648941
vpdmin9,0.4126304306030275,0.0732768177986145
vpdmin9,0.4239872314453127,0.07811713218688965
vpdmin9,0.43534403228759777,0.083255834877491
vpdmin9,0.44670083312988296,0.08870886266231537
vpdmin9,0.45805763397216814,0.09449270367622375
vpdmin9,0.4694144348144532,0.10062436014413834
vpdmin9,0.4807712356567385,0.1071213036775589
vpdmin9,0.4921280364990236,0.11400146782398224
vpdmin9,0.5034848373413088,0.12128319591283798
vpdmin9,0.514841638183594,0.12898510694503784
vpdmin9,0.526198439025879,0.13712617754936218
vpdmin9,0.5375552398681642,0.14572541415691376
vpdmin9,0.5489120407104493,0.15480205416679382
vpdmin9,0.5602688415527346,0.16437508165836334
vpdmin9,0.5716256423950197,0.17446348071098328
vpdmin9,0.5829824432373047,0.1850857138633728
vpdmin9,0.5943392440795903,0.19625987112522125
vpdmin9,0.6056960449218753,0.20800311863422394
vpdmin9,0.6170528457641604,0.22033189237117767
vpdmin9,0.6284096466064455,0.23326119780540466
vpdmin9,0.6397664474487306,0.24680480360984802
vpdmin9,0.6511232482910159,0.2609744369983673
vpdmin9,0.6624800491333012,0.2757800221443176
vpdmin9,0.6738368499755862,0.291228711605072
vpdmin9,0.6851936508178713,0.30732524394989014
vpdmin9,0.6965504516601566,0.3240707814693451
vpdmin9,0.7079072525024417,0.34146320819854736
vpdmin9,0.7192640533447268,0.3594960868358612
vpdmin9,0.7306208541870121,0.378158837556839
vpdmin9,0.7419776550292971,0.39743572473526
vpdmin9,0.7533344558715824,0.41730600595474243
vpdmin9,0.7646912567138675,0.4377429485321045
vpdmin9,0.7760480575561526,0.4587140679359436
vpdmin9,0.7874048583984377,0.4801800847053528
vpdmin9,0.7987616592407227,0.5020955204963684
vpdmin9,0.8101184600830083,0.5244075655937195
vpdmin9,0.8214752609252933,0.5470567345619202
vpdmin9,0.8328320617675784,0.5699761509895325
vpdmin9,0.8441888626098635,0.593092679977417
vpdmin9,0.8555456634521488,0.6163257360458374
vpdmin9,0.8669024642944341,0.6395893096923828
vpdmin9,0.8782592651367191,0.6627910733222961
vpdmin9,0.8896160659790042,0.685834527015686
vpdmin9,0.9009728668212893,0.708618700504303
vpdmin9,0.9123296676635746,0.7310405373573303
vpdmin9,0.9236864685058597,0.7529951333999634
vpdmin9,0.9350432693481447,0.7743784189224243
vpdmin9,0.94640007019043,0.7950878143310547
vpdmin9,0.9577568710327153,0.8150250911712646
vpdmin9,0.9691136718750004,0.8340973258018494
vpdmin9,0.9804704727172855,0.8522197008132935
vpdmin9,0.9918272735595706,0.869316816329956
vpdmin9,1.0031840744018556,0.885325014591217
vpdmin9,1.0145408752441412,0.9001937508583069
vpdmin9,1.0258976760864262,0.9138866662979126
vpdmin9,1.0372544769287113,0.9263836145401001
vpdmin9,1.0486112777709964,0.9376802444458008
vpdmin9,1.0599680786132817,0.9477885365486145
vpdmin9,1.0713248794555668,0.9567365050315857
vpdmin9,1.082681680297852,0.9645676612854004
vpdmin9,1.0940384811401371,0.9674619436264038
vpdmin9,1.1053952819824222,0.9682011604309082
vpdmin9,1.1167520828247075,0.9689192771911621
vpdmin9,1.1281088836669926,0.9684029221534729
vpdmin9,1.1394656845092777,0.9674718379974365
vpdmin9,1.150822485351563,0.9665118455886841
vpdmin9,1.1621792861938482,0.965522289276123
vpdmin9,1.1735360870361333,0.9645022749900818
vpdmin9,1.1848928878784184,0.963451087474823
vpdmin9,1.1962496887207035,0.9623679518699646
vpdmin9,1.2076064895629885,0.9612520337104797
vpdmin9,1.218963290405274,0.9601025581359863
vpdmin9,1.2303200912475591,0.9589186310768127
vpdmin9,1.2416768920898442,0.9576995372772217
vpdmin9,1.2530336929321293,0.9564444422721863
vpdmin9,1.2643904937744144,0.9551523923873901
vpdmin9,1.2757472946166997,0.9538226127624512
vpdmin9,1.287104095458985,0.9524542093276978
vpdmin9,1.29846089630127,0.9510464072227478
vpdmin9,1.3098176971435551,0.9495981931686401
vpdmin9,1.3211744979858404,0.9481088519096375
vpdmin9,1.3325312988281255,0.9465773701667786
vpdmin9,1.3438880996704106,0.9450029730796814
vpdmin9,1.3552449005126959,0.9433847069740295
vpdmin9,1.366601701354981,0.9417216777801514
vpdmin9,1.3779585021972662,0.9400131106376648
vpdmin9,1.3893153030395513,0.9382579922676086
vpdmin9,1.4006721038818364,0.9364555478096008
vpdmin9,1.4120289047241215,0.9346047639846802
vpdmin9,1.423385705566407,0.9327049255371094
vpdmin9,1.434742506408692,0.9307550191879272
vpdmin9,1.4460993072509771,0.9287542700767517
vpdmin9,1.4574561080932622,0.9267017841339111
vpdmin9,1.4688129089355473,0.9245967268943787
vpdmin9,1.4801697097778326,0.9224382042884827
vpdmin9,1.4915265106201179,0.9202254414558411
vpdmin9,1.502883311462403,0.917957603931427
vpdmin9,1.514240112304688,0.9156338572502136
vpdmin9,1.525596913146973,0.9132534265518188
vpdmin9,1.5369537139892584,0.9108155369758606
vpdmin9,1.5483105148315435,0.908319354057312
vpdmin9,1.5596673156738285,0.9057642817497253
vpdmin9,1.5710241165161136,0.9031494855880737
vpdmin9,1.5823809173583987,0.9004742503166199
vpdmin9,1.5937377182006842,0.8977379202842712
vpdmin9,1.6050945190429697,0.8949398398399353
vpdmin9,1.6164513198852544,0.8920794129371643
vpdmin9,1.6278081207275399,0.889155924320221
vpdmin9,1.6391649215698245,0.886168897151947
vpdmin9,1.65052172241211,0.8831177353858948
vpdmin9,1.6618785232543956,0.8800019025802612
vpdmin9,1.6732353240966802,0.8768209218978882
vpdmin9,1.6845921249389657,0.8735742568969727
vpdmin9,1.6959489257812503,0.8702616095542908
vpdmin9,1.7073057266235359,0.8668825626373291
vpdmin9,1.718662527465821,0.8634366393089294
vpdmin9,1.730019328308106,0.8599236607551575
vpdmin9,1.7413761291503915,0.8563432693481445
vpdmin9,1.7527329299926762,0.8526952862739563
vpdmin9,1.7640897308349617,0.8489794135093689
vpdmin9,1.7754465316772468,0.8451955318450928
vpdmin9,1.7868033325195318,0.8413435816764832
vpdmin9,1.7981601333618173,0.8374235033988953
vpdmin9,1.809516934204102,0.8334351181983948
vpdmin9,1.8208737350463875,0.829378604888916
vpdmin9,1.8322305358886726,0.825253963470459
vpdmin9,1.8435873367309576,0.821061372756958
vpdmin9,1.8549441375732427,0.8168008923530579
vpdmin9,1.8663009384155282,0.8124727606773376
vpdmin9,1.8776577392578133,0.8080772161483765
vpdmin9,1.8890145401000984,0.8036146759986877
vpdmin9,1.9003713409423835,0.7990853786468506
vpdmin9,1.9117281417846685,0.7944897413253784
vpdmin9,1.923084942626954,0.7898282408714294
vpdmin9,1.9344417434692391,0.7851014733314514
vpdmin9,1.9457985443115242,0.7803098559379578
vpdmin9,1.9571553451538093,0.775454044342041
vpdmin9,1.9685121459960944,0.7705346941947937
vpdmin9,1.9798689468383799,0.7655526399612427
