x,y,species min
1.0,1.0,0.55752015
2.0,2.0,0.50945383
3.0,3.0,0.78382486
4.0,4.0,0.18068579
5.0,5.0,0.06963478
6.0,6.0,0.8232162
7.0,7.0,0.022801422
8.0,8.0,0.48459715
9.0,9.0,0.7271951
10.0,10.0,0.12881292
11.0,11.0,0.057610087
12.0,12.0,0.041650172
13.0,13.0,0.6314543
14.0,14.0,0.045631632
15.0,15.0,0.7895569
16.0,16.0,0.054514635
17.0,17.0,0.061569918
18.0,18.0,0.08047575
19.0,19.0,9.694862E-4
20.0,20.0,0.0019302248
21.0,21.0,0.16782393
22.0,22.0,0.025265617
23.0,23.0,0.65262944
24.0,24.0,0.3090385
25.0,25.0,0.6336874
26.0,26.0,0.12193734
27.0,27.0,0.43424958
28.0,28.0,0.330192
29.0,29.0,0.19573778
30.0,30.0,0.6606795
31.0,31.0,0.18450204
32.0,32.0,0.21673776
33.0,33.0,5.3997623E-4
34.0,34.0,0.017712504
35.0,35.0,0.7142137
36.0,36.0,0.5535757
37.0,37.0,0.29941684
38.0,38.0,0.41562307
39.0,39.0,0.55100226
40.0,40.0,0.008075111
41.0,41.0,0.07225985
42.0,42.0,0.3198062
43.0,43.0,0.36576745
44.0,44.0,0.5511712
45.0,45.0,0.07235942
46.0,46.0,0.18976913
47.0,47.0,0.09372445
48.0,48.0,0.62065244
49.0,49.0,0.06269254
50.0,50.0,6.363554E-5
51.0,51.0,0.022188446
52.0,52.0,0.43151847
53.0,53.0,0.564123
54.0,54.0,0.052215952
55.0,55.0,0.21235299
56.0,56.0,0.36175874
57.0,57.0,0.5524702
58.0,58.0,0.5959513
59.0,59.0,0.26040828
60.0,60.0,0.4877526
61.0,61.0,0.60151786
62.0,62.0,0.071548074
63.0,63.0,0.16452435
64.0,64.0,0.1271429
65.0,65.0,0.5326523
66.0,66.0,0.03075712
67.0,67.0,0.38876835
68.0,68.0,0.72177535
69.0,69.0,0.047730815
70.0,70.0,0.14646553
71.0,71.0,0.31000516
72.0,72.0,0.5677864
73.0,73.0,0.3598335
74.0,74.0,0.042028368
75.0,75.0,0.5713858
76.0,76.0,0.5234591
77.0,77.0,0.45170727
78.0,78.0,0.22134222
79.0,79.0,0.7804495
80.0,80.0,0.19722489
81.0,81.0,0.67293113
82.0,82.0,0.20757271
83.0,83.0,0.02939534
84.0,84.0,5.835615E-4
85.0,85.0,0.5192195
86.0,86.0,0.12756214
87.0,87.0,0.4009509
88.0,88.0,0.5734494
89.0,89.0,0.52555764
90.0,90.0,0.42897534
91.0,91.0,0.019979674
92.0,92.0,0.34715262
93.0,93.0,0.56177455
94.0,94.0,0.66378903
95.0,95.0,0.22985946
96.0,96.0,0.7032995
97.0,97.0,0.74164754
98.0,98.0,3.121713E-4
99.0,99.0,0.3515053
100.0,100.0,0.5174609
101.0,101.0,0.16866131
102.0,102.0,0.32108343
103.0,103.0,0.048705325
104.0,104.0,0.087155
105.0,105.0,0.67855626
106.0,106.0,0.28983945
107.0,107.0,0.645198
108.0,108.0,0.09841053
109.0,109.0,0.018874828
110.0,110.0,0.08933399
111.0,111.0,0.41113684
112.0,112.0,0.62443477
113.0,113.0,0.16118622
114.0,114.0,0.3882947
115.0,115.0,0.23670313
116.0,116.0,0.59720767
117.0,117.0,0.11917191
118.0,118.0,0.5937728
119.0,119.0,0.016740652
120.0,120.0,0.66409093
121.0,121.0,0.40730962
122.0,122.0,0.43163872
123.0,123.0,0.2399137
124.0,124.0,2.8705817E-6
125.0,125.0,0.0458303
126.0,126.0,6.6876196E-4
127.0,127.0,0.37758735
128.0,128.0,0.50788534
129.0,129.0,0.6670403
130.0,130.0,0.6288504
131.0,131.0,0.57656074
132.0,132.0,0.5610759
133.0,133.0,0.04784755
134.0,134.0,0.012737285
135.0,135.0,0.35963446
136.0,136.0,0.05398657
137.0,137.0,0.1935538
138.0,138.0,0.44557643
139.0,139.0,0.042529892
140.0,140.0,0.7743199
141.0,141.0,0.07216032
142.0,142.0,0.49053642
143.0,143.0,6.302937E-4
144.0,144.0,0.50675964
145.0,145.0,0.40511167
146.0,146.0,0.13318646
147.0,147.0,0.4718775
148.0,148.0,0.026824042
149.0,149.0,0.5834579
150.0,150.0,0.13796097
151.0,151.0,0.44088936
152.0,152.0,0.8180163
153.0,153.0,0.5373223
154.0,154.0,0.6127172
155.0,155.0,0.53295875
156.0,156.0,0.14697355
157.0,157.0,0.036407847
158.0,158.0,0.84602654
159.0,159.0,0.1405796
160.0,160.0,0.4561486
161.0,161.0,0.046955384
162.0,162.0,0.056423042
163.0,163.0,0.021092808
164.0,164.0,0.5520883
165.0,165.0,0.381755
166.0,166.0,0.36950666
167.0,167.0,0.22857666
168.0,168.0,0.13540627
169.0,169.0,0.760498
170.0,170.0,0.65113497
171.0,171.0,0.27954444
172.0,172.0,0.74501914
173.0,173.0,0.62422365
174.0,174.0,0.594302
175.0,175.0,0.69743896
176.0,176.0,0.0060910615
177.0,177.0,0.4778421
178.0,178.0,0.20246758
179.0,179.0,0.1488444
180.0,180.0,0.49847847
181.0,181.0,0.7502599
182.0,182.0,0.40649092
183.0,183.0,0.3155915
184.0,184.0,0.14767778
185.0,185.0,0.10484421
186.0,186.0,0.26340657
187.0,187.0,0.57910615
188.0,188.0,0.7805757
189.0,189.0,0.13143614
190.0,190.0,0.039002597
191.0,191.0,0.40567234
192.0,192.0,0.41717246
193.0,193.0,0.6352818
194.0,194.0,0.39695397
195.0,195.0,0.40435478
196.0,196.0,0.5563471
197.0,197.0,0.7763172
198.0,198.0,0.42538017
199.0,199.0,0.111111395
200.0,200.0,0.10519314
201.0,201.0,0.07932461
202.0,202.0,0.803486
203.0,203.0,0.7441442
204.0,204.0,0.5293197
205.0,205.0,0.36801273
206.0,206.0,0.39832157
207.0,207.0,0.65178806
208.0,208.0,0.39458612
209.0,209.0,0.44500697
210.0,210.0,0.5081421
211.0,211.0,0.08475694
212.0,212.0,0.12222471
213.0,213.0,0.07695281
214.0,214.0,0.3050668
215.0,215.0,0.7192348
216.0,216.0,0.0590267
217.0,217.0,0.031039082
218.0,218.0,3.1921762E-4
219.0,219.0,0.55252916
220.0,220.0,0.55290216
221.0,221.0,0.59039885
222.0,222.0,0.41407746
223.0,223.0,0.63930285
224.0,224.0,0.8581855
225.0,225.0,0.061426908
226.0,226.0,0.18435948
227.0,227.0,0.027658317
228.0,228.0,0.12050958
229.0,229.0,0.68410355
230.0,230.0,0.3852248
231.0,231.0,0.038459007
232.0,232.0,0.6839794
233.0,233.0,0.14198618
234.0,234.0,0.008381204
235.0,235.0,0.45822808
236.0,236.0,0.82923555
237.0,237.0,0.44960725
238.0,238.0,0.23723
239.0,239.0,0.310777
240.0,240.0,0.76647574
241.0,241.0,0.4079277
242.0,242.0,0.6800869
243.0,243.0,0.7203095
244.0,244.0,0.030916624
245.0,245.0,0.38684276
246.0,246.0,0.10518737
247.0,247.0,0.4055201
248.0,248.0,0.48908645
249.0,249.0,0.6072956
250.0,250.0,0.16158913
251.0,251.0,0.37492594
252.0,252.0,2.5881798E-6
253.0,253.0,2.3871826E-5
254.0,254.0,0.008921012
255.0,255.0,0.2523595
256.0,256.0,0.03067159
257.0,257.0,0.24966362
258.0,258.0,0.4184872
