x,y,species median
1.0,1.0,0.7509804
2.0,2.0,0.13210377
3.0,3.0,0.2523946
4.0,4.0,0.06662304
5.0,5.0,0.16836648
6.0,6.0,0.17577429
7.0,7.0,0.7520534
8.0,8.0,0.61025137
9.0,9.0,0.9198318
10.0,10.0,0.21518706
11.0,11.0,0.092917815
12.0,12.0,0.34525388
13.0,13.0,0.12846535
14.0,14.0,0.672929
15.0,15.0,0.008684414
16.0,16.0,0.40393433
17.0,17.0,0.032847997
18.0,18.0,0.6810096
19.0,19.0,0.083124235
20.0,20.0,0.6466449
21.0,21.0,0.1367652
22.0,22.0,0.31071487
23.0,23.0,0.70847154
24.0,24.0,0.58830565
25.0,25.0,0.21284403
26.0,26.0,0.42620313
27.0,27.0,0.060140025
28.0,28.0,0.5266583
29.0,29.0,0.55951244
30.0,30.0,0.00780963
31.0,31.0,0.9096523
32.0,32.0,0.66425437
33.0,33.0,0.8548354
34.0,34.0,0.13724229
35.0,35.0,0.13737673
36.0,36.0,0.77864313
37.0,37.0,0.3152271
38.0,38.0,0.6403065
39.0,39.0,0.68673897
40.0,40.0,0.4302265
41.0,41.0,0.4605083
42.0,42.0,0.446635
43.0,43.0,0.14447053
44.0,44.0,0.36644018
45.0,45.0,0.005921737
46.0,46.0,0.74109256
47.0,47.0,0.94884795
48.0,48.0,0.47066134
49.0,49.0,0.5843432
50.0,50.0,0.13322155
51.0,51.0,0.65212864
52.0,52.0,0.935178
53.0,53.0,0.02518727
54.0,54.0,0.071985506
55.0,55.0,0.47693002
56.0,56.0,0.43232194
57.0,57.0,0.32050583
58.0,58.0,0.5549659
59.0,59.0,0.51140934
60.0,60.0,0.4844969
61.0,61.0,0.5358407
62.0,62.0,0.112187654
63.0,63.0,0.31682274
64.0,64.0,0.4796028
65.0,65.0,0.7062891
66.0,66.0,0.0018825944
67.0,67.0,0.5928121
68.0,68.0,0.5560582
69.0,69.0,0.82200885
70.0,70.0,0.41864341
71.0,71.0,0.03898329
72.0,72.0,0.10965802
73.0,73.0,0.12783867
74.0,74.0,0.12183829
75.0,75.0,0.3718205
76.0,76.0,0.01303725
77.0,77.0,0.22217356
78.0,78.0,0.62618005
79.0,79.0,0.18992092
80.0,80.0,0.062163558
81.0,81.0,0.69399154
82.0,82.0,0.6151492
83.0,83.0,0.07445543
84.0,84.0,0.10478024
85.0,85.0,0.34014457
86.0,86.0,0.6532155
87.0,87.0,0.88651013
88.0,88.0,0.10272283
89.0,89.0,0.44985443
90.0,90.0,0.4002852
91.0,91.0,0.08714554
92.0,92.0,0.24101993
93.0,93.0,0.5102701
94.0,94.0,0.55964214
95.0,95.0,0.25536773
96.0,96.0,0.8559799
97.0,97.0,0.89413226
98.0,98.0,0.90076816
99.0,99.0,2.7419327E-4
100.0,100.0,0.5867505
101.0,101.0,0.008769653
102.0,102.0,0.5500399
103.0,103.0,0.41436386
104.0,104.0,0.27061576
105.0,105.0,0.755684
106.0,106.0,0.8154439
107.0,107.0,0.013226885
108.0,108.0,0.8004889
109.0,109.0,0.78693515
110.0,110.0,0.19653526
111.0,111.0,0.033781454
112.0,112.0,0.8119781
113.0,113.0,0.6153635
114.0,114.0,0.28927827
115.0,115.0,0.5919324
116.0,116.0,0.7759048
117.0,117.0,0.4433416
118.0,118.0,0.28386927
119.0,119.0,0.41980258
120.0,120.0,0.11716613
121.0,121.0,0.42041266
122.0,122.0,0.58974683
123.0,123.0,0.1961596
124.0,124.0,0.31134638
125.0,125.0,0.12062839
126.0,126.0,0.55695677
127.0,127.0,3.876002E-4
128.0,128.0,0.40463844
129.0,129.0,0.6443338
130.0,130.0,0.1642932
131.0,131.0,0.6715869
132.0,132.0,0.50307906
133.0,133.0,0.6375494
134.0,134.0,0.6651095
135.0,135.0,0.12743203
136.0,136.0,0.07338966
137.0,137.0,0.30303183
138.0,138.0,0.49697378
139.0,139.0,0.6175489
140.0,140.0,0.522618
141.0,141.0,0.17468067
142.0,142.0,0.6287922
143.0,143.0,0.2182138
144.0,144.0,0.26435772
145.0,145.0,0.110336445
146.0,146.0,0.33374715
147.0,147.0,0.94451994
148.0,148.0,0.08259439
149.0,149.0,0.03460274
150.0,150.0,0.56638354
151.0,151.0,0.13791998
152.0,152.0,0.480181
153.0,153.0,7.062522E-4
154.0,154.0,3.8642707E-4
155.0,155.0,0.5433775
156.0,156.0,0.38029206
157.0,157.0,0.33513027
158.0,158.0,0.67735237
159.0,159.0,0.6150465
