x,y,species_7 cloglog values
1.0,1.0,0.7325111
2.0,2.0,0.13648318
3.0,3.0,0.2926323
4.0,4.0,0.09082126
5.0,5.0,0.15425614
6.0,6.0,0.15853903
7.0,7.0,0.73848426
8.0,8.0,0.50194156
9.0,9.0,0.94007087
10.0,10.0,0.17878084
11.0,11.0,0.092917815
12.0,12.0,0.32469434
13.0,13.0,0.123064704
14.0,14.0,0.672929
15.0,15.0,0.008989026
16.0,16.0,0.40393433
17.0,17.0,0.043113224
18.0,18.0,0.7044277
19.0,19.0,0.0733609
20.0,20.0,0.638397
21.0,21.0,0.15406512
22.0,22.0,0.34603065
23.0,23.0,0.7039344
24.0,24.0,0.58830565
25.0,25.0,0.21621513
26.0,26.0,0.42620313
27.0,27.0,0.060140025
28.0,28.0,0.5342515
29.0,29.0,0.41064912
30.0,30.0,0.00755188
31.0,31.0,0.9161826
32.0,32.0,0.6740527
33.0,33.0,0.8510887
34.0,34.0,0.13471481
35.0,35.0,0.12740293
36.0,36.0,0.75864154
37.0,37.0,0.30754933
38.0,38.0,0.658251
39.0,39.0,0.68123955
40.0,40.0,0.44197413
41.0,41.0,0.47817838
42.0,42.0,0.4878481
43.0,43.0,0.13955411
44.0,44.0,0.36644018
45.0,45.0,0.005267523
46.0,46.0,0.74118453
47.0,47.0,0.9392433
48.0,48.0,0.47066134
49.0,49.0,0.6343678
50.0,50.0,0.12340334
51.0,51.0,0.6688957
52.0,52.0,0.92909646
53.0,53.0,0.022568446
54.0,54.0,0.061392024
55.0,55.0,0.47693002
56.0,56.0,0.4440542
57.0,57.0,0.32050583
58.0,58.0,0.4458464
59.0,59.0,0.4426831
60.0,60.0,0.49081105
61.0,61.0,0.5400505
62.0,62.0,0.112187654
63.0,63.0,0.2896429
64.0,64.0,0.48026595
65.0,65.0,0.70684946
66.0,66.0,0.0014145109
67.0,67.0,0.59048235
68.0,68.0,0.55645514
69.0,69.0,0.8467812
70.0,70.0,0.4071555
71.0,71.0,0.038070165
72.0,72.0,0.10965802
73.0,73.0,0.13703269
74.0,74.0,0.10260904
75.0,75.0,0.46010634
76.0,76.0,0.01535229
77.0,77.0,0.22363748
78.0,78.0,0.62618005
79.0,79.0,0.22939631
80.0,80.0,0.06109605
81.0,81.0,0.6182892
82.0,82.0,0.6661865
83.0,83.0,0.07231202
84.0,84.0,0.10478024
85.0,85.0,0.3731151
86.0,86.0,0.6387895
87.0,87.0,0.87376076
88.0,88.0,0.10272283
89.0,89.0,0.47990772
90.0,90.0,0.4002852
91.0,91.0,0.09400996
92.0,92.0,0.23523572
93.0,93.0,0.49327108
94.0,94.0,0.47126916
95.0,95.0,0.2648913
