X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
2.0,2.0,train,4.269279325187259E-4,92.53150568408985,0.9286941069439817
3.0,3.0,train,2.3317587248296572E-4,62.836870433508906,0.7636205141544723
5.0,5.0,train,1.7662883667403186E-4,46.78881519758797,0.6646375146273653
6.0,6.0,train,7.959032056387381E-5,17.74463682449208,0.3887861975953716
7.0,7.0,train,3.393850032175475E-4,82.88711196835598,0.8774549706802031
8.0,8.0,train,2.380759865609044E-4,64.29416510787055,0.7706776414397996
9.0,9.0,train,3.132979461608969E-4,78.83448409163255,0.8559960298402878
10.0,10.0,train,1.1409159122547114E-4,27.552169166056615,0.5062456564667019
11.0,11.0,train,2.648200675887874E-4,70.43584420900308,0.8056419008752602
12.0,12.0,train,4.597936852352656E-4,95.04665450444946,0.9418115537515077
13.0,13.0,train,5.182355129239309E-4,98.62288212213446,0.9594638960209678
14.0,14.0,train,4.1826187727219766E-4,91.85404487872681,0.9247675137346919
15.0,15.0,train,3.559298655335836E-4,84.94562110713298,0.8893756998784705
16.0,16.0,train,4.1338451420240135E-4,91.34970338529655,0.9224632342801091
17.0,17.0,train,4.405945787892016E-4,93.79015146400364,0.934474229996101
18.0,18.0,train,9.639844237868236E-5,22.613616219090787,0.4491405758258703
19.0,19.0,train,1.4788817288097973E-4,38.45220636902823,0.5993900412118018
20.0,20.0,train,1.9304239323360856E-4,51.67119336331381,0.697014358483087
21.0,21.0,train,3.508195695739681E-4,84.34214574506252,0.8858230229487027
22.0,22.0,train,1.362469859789315E-4,35.00426966513983,0.5694793826364304
23.0,23.0,train,1.1525196773765649E-4,27.963038552315002,0.5097769128527375
24.0,24.0,train,8.717706358111151E-5,20.034452645730216,0.41680664892589714
25.0,25.0,train,5.199440290905666E-4,98.91090914961333,0.9598900291836177
26.0,26.0,train,3.660213229720308E-4,86.31991961395072,0.8960698804579187
28.0,28.0,train,8.326099478486182E-5,18.803468840822852,0.40250749013289167
29.0,29.0,train,3.868166068421422E-4,88.63955618917433,0.9086143141606108
30.0,30.0,train,2.0019002615729285E-4,53.75994551375699,0.7101181268880477
31.0,31.0,train,5.035616075817157E-4,98.06373568414028,0.9556124536972982
32.0,32.0,train,1.521504119298988E-4,39.82589978506603,0.6098137975272475
33.0,33.0,train,1.8439497711507212E-4,48.922949314486615,0.6803667374457626
34.0,34.0,train,1.8513699511282745E-4,49.144395598431764,0.6818304209390359
35.0,35.0,train,1.8755958608013056E-4,49.95854223591358,0.6865626515454053
36.0,36.0,train,1.4581608009344452E-4,37.938704331342095,0.5942223788291159
37.0,37.0,train,1.9985420718523117E-4,53.590251531633285,0.7095153529434406
38.0,38.0,train,9.434191557498158E-5,21.974720802250093,0.44208849310772513
39.0,39.0,train,1.2457164045004353E-4,31.011962806549253,0.5372377443687312
41.0,41.0,train,5.1319598434742733E-5,8.913450305454893,0.27198891783233314
43.0,43.0,train,5.66425411105635E-5,10.649573028619734,0.2955685386666763
44.0,44.0,train,1.10703237782395E-4,26.69462579768656,0.49578796640331424
45.0,45.0,train,4.7529040705936945E-5,7.79471376109394,0.254717839043729
46.0,46.0,train,2.5140311807510463E-4,67.43401141402204,0.7888237068466784
47.0,47.0,train,1.2703328775263398E-4,31.935807308487913,0.544230664752996
49.0,49.0,train,2.3762917476092177E-5,2.230189472944573,0.13669417960943564
50.0,50.0,train,2.4712309272134706E-4,66.557950298157,0.7831583139001964
51.0,51.0,train,5.676549098484159E-5,10.696647110593851,0.2961040624275353
52.0,52.0,train,5.1597726840474093E-5,8.990919431537653,0.2732402910630385
53.0,53.0,train,9.820984766937779E-5,23.042884896896737,0.45527823409317336
54.0,54.0,train,5.61243077647534E-5,10.453134067509808,0.2933068261339653
55.0,55.0,train,3.132992325236388E-5,3.7687859334137004,0.17617095199249844
56.0,56.0,train,1.7409276513648568E-4,46.209276832943836,0.6593352200171237
57.0,57.0,train,2.1704237825591102E-4,58.587101448220146,0.7388140133521974
58.0,58.0,train,1.9374866577590475E-4,51.906093509257296,0.6983351160721618
59.0,59.0,train,3.2721763403874347E-4,81.15883695392371,0.8678760895606563
60.0,60.0,train,5.196961034200412E-4,98.83865773293914,0.9598284712637892
61.0,61.0,train,4.3292011466044617E-4,93.1005233895025,0.9312886674718827
62.0,62.0,train,3.964366625119628E-4,90.01906694187504,0.9138936038743614
63.0,63.0,train,4.166184389462806E-4,91.70092630633545,0.92399883448377
64.0,64.0,train,3.574450782118229E-4,85.16953614210537,0.8904076710736833
65.0,65.0,train,3.472105493834931E-4,84.03081887705675,0.8832455064972924
66.0,66.0,train,3.71207473756202E-4,86.98812681324183,0.8993509568619401
67.0,67.0,train,5.203163389919065E-4,99.01931913868273,0.9599822935484339
68.0,68.0,train,5.350998925577635E-4,99.4414743119608,0.9634793491707627
69.0,69.0,train,5.499304035986003E-4,99.76982338464526,0.9666804844102694
70.0,70.0,train,4.51091112500528E-4,94.50683322913798,0.9385934284844843
1.0,1.0,test,2.0795868855520117E-4,56.145434385589276,0.7237185209684084
4.0,4.0,test,2.4665310871494503E-4,66.4421852120847,0.7825270160351353
27.0,27.0,test,5.576974540453262E-5,10.322781707408502,0.29175523640840706
40.0,40.0,test,4.1677853650007616E-5,6.335305565171432,0.22724999319089123
42.0,42.0,test,5.9642932844279154E-5,11.604411968966659,0.30852152602434624
48.0,48.0,test,3.226044285758373E-5,4.002871638713857,0.18089909305609042
71.0,71.0,test,9.567011161898817E-5,22.418993381378368,0.4466532932933477
