x,y,species min
1.0,1.0,0.3077191
2.0,2.0,6.686397E-5
3.0,3.0,0.83394176
4.0,4.0,0.63898975
5.0,5.0,0.14947134
6.0,6.0,2.7112915E-6
7.0,7.0,0.86516786
8.0,8.0,0.032751583
9.0,9.0,1.5919117E-4
10.0,10.0,0.8166031
11.0,11.0,5.8428603E-5
12.0,12.0,9.151362E-7
13.0,13.0,9.620577E-5
14.0,14.0,4.875758E-4
15.0,15.0,0.5930827
16.0,16.0,0.8770573
17.0,17.0,0.0012494081
18.0,18.0,0.3792279
19.0,19.0,0.11378651
20.0,20.0,3.44334E-4
21.0,21.0,5.079036E-4
22.0,22.0,0.21946877
23.0,23.0,0.05310448
24.0,24.0,0.038146015
25.0,25.0,6.841769E-7
26.0,26.0,0.88816273
27.0,27.0,4.618082E-6
28.0,28.0,0.12768953
29.0,29.0,0.006901386
30.0,30.0,0.6843413
31.0,31.0,0.005841353
32.0,32.0,0.07816846
33.0,33.0,0.07037485
34.0,34.0,0.6641122
35.0,35.0,0.03541266
36.0,36.0,0.37615886
37.0,37.0,0.6952948
38.0,38.0,3.9142853E-4
39.0,39.0,0.24930233
40.0,40.0,2.4816758E-4
41.0,41.0,0.3452871
42.0,42.0,0.30400506
43.0,43.0,0.1840874
44.0,44.0,7.8547266E-5
45.0,45.0,0.83782065
46.0,46.0,0.08688499
47.0,47.0,0.027183896
48.0,48.0,0.8186677
49.0,49.0,3.735363E-5
50.0,50.0,1.0390585E-9
51.0,51.0,1.1045265E-6
52.0,52.0,0.9478408
53.0,53.0,0.39776683
54.0,54.0,0.59106284
55.0,55.0,9.553582E-7
56.0,56.0,6.947189E-4
57.0,57.0,0.027044995
58.0,58.0,0.723335
59.0,59.0,0.06361325
60.0,60.0,0.014459476
61.0,61.0,4.820533E-7
62.0,62.0,0.75559515
63.0,63.0,0.57526004
64.0,64.0,0.8138488
65.0,65.0,0.115623884
66.0,66.0,0.04628868
67.0,67.0,0.36470342
68.0,68.0,0.009220391
69.0,69.0,0.014679872
70.0,70.0,0.001730966
71.0,71.0,0.016972663
72.0,72.0,0.048869032
73.0,73.0,0.56388456
74.0,74.0,0.3450118
75.0,75.0,0.012305862
76.0,76.0,3.6720755E-6
77.0,77.0,0.08891011
78.0,78.0,2.168852E-4
79.0,79.0,3.9862547E-7
80.0,80.0,0.0029873278
81.0,81.0,0.02981399
82.0,82.0,0.3244528
83.0,83.0,0.014880944
84.0,84.0,5.9680166E-5
85.0,85.0,0.013638463
86.0,86.0,0.014073716
87.0,87.0,0.925425
88.0,88.0,0.059963025
89.0,89.0,0.07096037
90.0,90.0,0.054994695
91.0,91.0,1.0484335E-4
92.0,92.0,0.9343362
93.0,93.0,0.004601561
94.0,94.0,2.4880562E-4
95.0,95.0,0.005617084
96.0,96.0,5.6789037E-7
97.0,97.0,0.15143533
98.0,98.0,0.10355991
99.0,99.0,0.008772484
100.0,100.0,0.088485375
101.0,101.0,0.07914381
102.0,102.0,5.2716536E-4
103.0,103.0,0.0054736002
104.0,104.0,0.9085344
105.0,105.0,0.03767905
106.0,106.0,0.09505536
107.0,107.0,0.23429531
108.0,108.0,0.7538487
109.0,109.0,0.007408201
110.0,110.0,0.0108001055
111.0,111.0,0.4685083
112.0,112.0,0.007997915
113.0,113.0,0.09552233
114.0,114.0,3.1517393E-5
115.0,115.0,1.3980703E-4
116.0,116.0,5.8111937E-6
117.0,117.0,0.06660054
118.0,118.0,0.74371976
119.0,119.0,0.14895365
120.0,120.0,0.008398002
