x,y,species median
1.0,1.0,0.37547788
2.0,2.0,1.5112743E-4
3.0,3.0,0.8579605
4.0,4.0,0.67131263
5.0,5.0,0.21087693
6.0,6.0,6.7341543E-6
7.0,7.0,0.9043741
8.0,8.0,0.042561978
9.0,9.0,3.4802477E-4
10.0,10.0,0.84570956
11.0,11.0,1.345602E-4
12.0,12.0,3.026223E-6
13.0,13.0,2.0480745E-4
14.0,14.0,0.0010196898
15.0,15.0,0.6356764
16.0,16.0,0.91312736
17.0,17.0,0.0023566
18.0,18.0,0.43285683
19.0,19.0,0.12864281
20.0,20.0,7.67292E-4
21.0,21.0,8.595219E-4
22.0,22.0,0.2871947
23.0,23.0,0.06840965
24.0,24.0,0.055963244
25.0,25.0,2.2091172E-6
26.0,26.0,0.8967478
27.0,27.0,1.1267282E-5
28.0,28.0,0.16217603
29.0,29.0,0.011678352
30.0,30.0,0.7202496
31.0,31.0,0.009960932
32.0,32.0,0.094599
33.0,33.0,0.09544206
34.0,34.0,0.7334939
35.0,35.0,0.047766306
36.0,36.0,0.43469647
37.0,37.0,0.7383409
38.0,38.0,6.860558E-4
39.0,39.0,0.36302328
40.0,40.0,5.515516E-4
41.0,41.0,0.44247836
42.0,42.0,0.37169424
43.0,43.0,0.22654462
44.0,44.0,1.668908E-4
45.0,45.0,0.8662686
46.0,46.0,0.10749097
47.0,47.0,0.03884471
48.0,48.0,0.8638985
49.0,49.0,6.859935E-5
50.0,50.0,6.842395E-9
51.0,51.0,3.1379884E-6
52.0,52.0,0.952589
53.0,53.0,0.5229004
54.0,54.0,0.6674774
55.0,55.0,3.1867653E-6
56.0,56.0,0.0013114765
57.0,57.0,0.038568463
58.0,58.0,0.75475687
59.0,59.0,0.08311444
60.0,60.0,0.021544669
61.0,61.0,1.5489111E-6
62.0,62.0,0.8048883
63.0,63.0,0.61256695
64.0,64.0,0.8572356
65.0,65.0,0.15415525
66.0,66.0,0.06206057
67.0,67.0,0.45635122
68.0,68.0,0.013923148
69.0,69.0,0.022360222
70.0,70.0,0.0026567301
71.0,71.0,0.026338317
72.0,72.0,0.06568571
73.0,73.0,0.6106831
74.0,74.0,0.38635904
75.0,75.0,0.027486015
76.0,76.0,1.0107295E-5
77.0,77.0,0.13766785
78.0,78.0,4.8120072E-4
79.0,79.0,1.4116958E-6
80.0,80.0,0.005214874
81.0,81.0,0.042570025
82.0,82.0,0.39861375
83.0,83.0,0.018038072
84.0,84.0,1.3908102E-4
85.0,85.0,0.022989945
86.0,86.0,0.021212855
87.0,87.0,0.9466229
88.0,88.0,0.07347419
89.0,89.0,0.10865808
90.0,90.0,0.07573708
91.0,91.0,2.4300878E-4
92.0,92.0,0.9527902
93.0,93.0,0.007826895
94.0,94.0,4.6758252E-4
95.0,95.0,0.008380631
96.0,96.0,1.9598203E-6
97.0,97.0,0.18530004
98.0,98.0,0.13346846
99.0,99.0,0.014432517
100.0,100.0,0.121843226
101.0,101.0,0.10082192
102.0,102.0,8.7787304E-4
103.0,103.0,0.009552871
104.0,104.0,0.9262561
105.0,105.0,0.051793948
106.0,106.0,0.115271345
107.0,107.0,0.3257335
108.0,108.0,0.78140134
109.0,109.0,0.011336322
110.0,110.0,0.01644942
111.0,111.0,0.503748
112.0,112.0,0.013094453
113.0,113.0,0.14906676
114.0,114.0,7.7865596E-5
115.0,115.0,3.1443682E-4
116.0,116.0,1.3418515E-5
117.0,117.0,0.08962643
118.0,118.0,0.7793655
119.0,119.0,0.19150509
120.0,120.0,0.011972224
121.0,121.0,0.5357563
122.0,122.0,9.824508E-7
123.0,123.0,1.158314E-4
124.0,124.0,0.08946955
125.0,125.0,0.01607725
126.0,126.0,0.052611347
127.0,127.0,1.7769482E-4
128.0,128.0,3.9641868E-4
129.0,129.0,0.013267286
130.0,130.0,0.037906602
131.0,131.0,0.5482561
132.0,132.0,0.016371261
133.0,133.0,0.04324011
134.0,134.0,0.042300526
135.0,135.0,0.70858175
136.0,136.0,0.9248686
137.0,137.0,0.032411207
138.0,138.0,2.7770113E-4
139.0,139.0,5.4035114E-5
140.0,140.0,0.04153052
141.0,141.0,0.028583
142.0,142.0,3.4929143E-4
143.0,143.0,1.5278561E-4
144.0,144.0,4.586558E-4
145.0,145.0,0.14257117
146.0,146.0,0.069834135
147.0,147.0,5.3689662E-5
148.0,148.0,0.47625887
149.0,149.0,0.5524995
150.0,150.0,0.07656624
151.0,151.0,0.54421234
152.0,152.0,0.441251
153.0,153.0,0.00921149
154.0,154.0,0.09223497
155.0,155.0,8.585989E-5
156.0,156.0,2.5370202E-5
157.0,157.0,1.4440111E-6
158.0,158.0,1.9565911E-4
159.0,159.0,0.053624578
160.0,160.0,4.5646893E-4
161.0,161.0,0.15554386
162.0,162.0,0.27915752
163.0,163.0,4.4050994E-5
164.0,164.0,0.072869726
165.0,165.0,0.08302319
166.0,166.0,0.69078046
167.0,167.0,0.37243837
168.0,168.0,0.0015639695
169.0,169.0,0.9141202
170.0,170.0,0.2355461
171.0,171.0,0.7311922
172.0,172.0,0.055086054
173.0,173.0,0.091903634
174.0,174.0,0.45175713
175.0,175.0,7.540684E-5
176.0,176.0,2.175356E-4
177.0,177.0,0.15546368
178.0,178.0,0.45346627
179.0,179.0,0.009186034
180.0,180.0,0.002418751
181.0,181.0,1.020439E-4
182.0,182.0,0.08712852
183.0,183.0,6.245489E-4
184.0,184.0,0.34737256
185.0,185.0,0.048024792
186.0,186.0,2.6894253E-7
187.0,187.0,0.054732043
188.0,188.0,0.09856343
189.0,189.0,0.02170022
190.0,190.0,0.76753247
191.0,191.0,5.5922143E-4
192.0,192.0,2.1277391E-4
193.0,193.0,2.5074024E-4
194.0,194.0,0.017698387
195.0,195.0,1.4362107E-6
196.0,196.0,0.5312732
197.0,197.0,2.0051342E-4
198.0,198.0,0.54857653
199.0,199.0,1.18776894E-4
200.0,200.0,0.0154777905
201.0,201.0,0.049678084
202.0,202.0,0.016950924
203.0,203.0,7.8231894E-4
204.0,204.0,0.007308306
205.0,205.0,0.61024517
206.0,206.0,4.7071435E-6
207.0,207.0,0.036380332
208.0,208.0,0.25315633
209.0,209.0,0.59542364
210.0,210.0,1.176334E-5
211.0,211.0,0.1473139
212.0,212.0,0.0028447437
213.0,213.0,3.858203E-6
214.0,214.0,0.009265464
215.0,215.0,0.40843308
216.0,216.0,3.230294E-4
217.0,217.0,0.63233685
218.0,218.0,0.83968496
219.0,219.0,0.0014252543
220.0,220.0,0.1869783
221.0,221.0,0.44218495
222.0,222.0,0.92948204
223.0,223.0,0.059026428
224.0,224.0,0.038802374
225.0,225.0,0.11225834
226.0,226.0,0.58381635
227.0,227.0,0.57651657
228.0,228.0,0.5381758
229.0,229.0,0.47368762
230.0,230.0,0.06631963
231.0,231.0,0.21751127
232.0,232.0,0.31088233
233.0,233.0,0.017914932
234.0,234.0,1.6560408E-4
235.0,235.0,0.5826742
236.0,236.0,3.5442383E-5
237.0,237.0,0.03543758
238.0,238.0,0.045492183
239.0,239.0,3.4107421E-9
240.0,240.0,0.025892522
241.0,241.0,0.028427746
242.0,242.0,0.4119201
243.0,243.0,4.3575565E-4
244.0,244.0,0.06542226
245.0,245.0,0.7341469
246.0,246.0,5.0440027E-5
247.0,247.0,0.017411651
248.0,248.0,0.038748942
249.0,249.0,0.0024109895
250.0,250.0,0.016068641
251.0,251.0,0.009076658
252.0,252.0,4.3854033E-4
253.0,253.0,0.027713401
