X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.0011456506266537803,99.96087609666169,0.9755592686249475
2.0,2.0,train,9.011371810865104E-4,93.94006283470735,0.9460321532585821
3.0,3.0,train,0.0010488711330573844,99.12729175456398,0.9665590062122288
5.0,5.0,train,9.943262398966633E-4,98.00111543416757,0.9600955145622342
8.0,8.0,train,0.0011524425597100587,100.0,0.9760911761378408
9.0,9.0,train,7.319397775631206E-4,82.7929094962696,0.9066338940111864
10.0,10.0,train,0.0010340996106388493,98.94095641576948,0.9649197942593175
11.0,11.0,train,0.0010088099044614294,98.62161110728141,0.961924662361233
12.0,12.0,train,2.4933541541838323E-4,31.931036759280783,0.5541438274444903
13.0,13.0,train,4.921767357663896E-4,60.45833781195147,0.7969857580523705
14.0,14.0,train,7.14694083652893E-4,81.28837315236966,0.9012690614216071
15.0,15.0,train,6.019287232916544E-4,70.46457867422795,0.8577311782337191
16.0,16.0,train,5.994280826085933E-4,70.14819712888757,0.8565739497131377
17.0,17.0,train,7.111104199993809E-4,80.86754258265299,0.9001161345914693
18.0,18.0,train,6.642516381623787E-4,76.5071406330701,0.8837417392800317
19.0,19.0,train,7.972658622684141E-4,87.4385002653657,0.9244424286826914
6.0,6.0,test,0.0010050222170916038,98.40313874161419,0.9614545702755436
4.0,4.0,test,5.306685594999433E-4,63.99638472805804,0.8207867939361235
7.0,7.0,test,6.207470076259695E-4,72.22308280974536,0.8661454489320306
