x,y,species_1 cloglog values
1.0,1.0,0.37833148
2.0,2.0,1.7501888E-4
3.0,3.0,0.85955787
4.0,4.0,0.71292996
5.0,5.0,0.19621415
6.0,6.0,8.744275E-6
7.0,7.0,0.92018604
8.0,8.0,0.042561978
9.0,9.0,3.4300296E-4
10.0,10.0,0.81675035
11.0,11.0,1.376793E-4
12.0,12.0,2.5966185E-6
13.0,13.0,2.2411402E-4
14.0,14.0,8.793634E-4
15.0,15.0,0.6744279
16.0,16.0,0.8770573
17.0,17.0,0.0021912183
18.0,18.0,0.38061062
19.0,19.0,0.14224784
20.0,20.0,6.146627E-4
21.0,21.0,8.595219E-4
22.0,22.0,0.31803286
23.0,23.0,0.05540679
24.0,24.0,0.05247648
25.0,25.0,1.8582778E-6
26.0,26.0,0.8922596
27.0,27.0,9.785613E-6
28.0,28.0,0.15475652
29.0,29.0,0.010743048
30.0,30.0,0.68680334
31.0,31.0,0.008923366
32.0,32.0,0.09417326
33.0,33.0,0.09544206
34.0,34.0,0.6641122
35.0,35.0,0.055593967
36.0,36.0,0.42469373
37.0,37.0,0.7040917
38.0,38.0,8.383439E-4
39.0,39.0,0.3558299
40.0,40.0,5.515516E-4
41.0,41.0,0.41793162
42.0,42.0,0.33153424
43.0,43.0,0.22654462
44.0,44.0,1.7600751E-4
45.0,45.0,0.83953035
46.0,46.0,0.110238574
47.0,47.0,0.03513553
48.0,48.0,0.8832416
49.0,49.0,1.0118549E-4
50.0,50.0,5.22144E-9
51.0,51.0,2.2220556E-6
52.0,52.0,0.9577128
53.0,53.0,0.5097829
54.0,54.0,0.60515326
55.0,55.0,2.7322753E-6
56.0,56.0,0.0010127284
57.0,57.0,0.030575633
58.0,58.0,0.723335
59.0,59.0,0.07921285
60.0,60.0,0.019453272
61.0,61.0,1.2978211E-6
62.0,62.0,0.81079626
63.0,63.0,0.66019255
64.0,64.0,0.8138488
65.0,65.0,0.12750569
66.0,66.0,0.055556964
67.0,67.0,0.47318727
68.0,68.0,0.01337563
69.0,69.0,0.019416306
70.0,70.0,0.002475771
71.0,71.0,0.023345292
72.0,72.0,0.06047946
73.0,73.0,0.5858542
74.0,74.0,0.36263427
75.0,75.0,0.02033614
76.0,76.0,8.55746E-6
77.0,77.0,0.12767498
78.0,78.0,4.287749E-4
79.0,79.0,1.1287493E-6
80.0,80.0,0.005126903
81.0,81.0,0.036082458
82.0,82.0,0.32534203
83.0,83.0,0.021429796
84.0,84.0,1.3781412E-4
85.0,85.0,0.02491615
86.0,86.0,0.020070199
87.0,87.0,0.95529926
88.0,88.0,0.07347419
89.0,89.0,0.10250881
90.0,90.0,0.07573708
91.0,91.0,2.4300878E-4
92.0,92.0,0.96132493
93.0,93.0,0.0069890134
94.0,94.0,5.668117E-4
95.0,95.0,0.009652348
96.0,96.0,1.575224E-6
97.0,97.0,0.17220747
98.0,98.0,0.10355991
99.0,99.0,0.013202408
100.0,100.0,0.0994171
101.0,101.0,0.10082192
102.0,102.0,8.7787304E-4
103.0,103.0,0.008665337
104.0,104.0,0.9098733
105.0,105.0,0.0427071
106.0,106.0,0.11822826
107.0,107.0,0.3099293
108.0,108.0,0.81274897
109.0,109.0,0.009761021
110.0,110.0,0.0133513
111.0,111.0,0.5562362
112.0,112.0,0.012674389
113.0,113.0,0.14285351
114.0,114.0,7.7865596E-5
115.0,115.0,2.8019748E-4
116.0,116.0,1.573029E-5
117.0,117.0,0.07606709
118.0,118.0,0.8105509
119.0,119.0,0.17160624
120.0,120.0,0.011361342
121.0,121.0,0.5778564
122.0,122.0,8.533333E-7
123.0,123.0,1.1561889E-4
124.0,124.0,0.08743302
125.0,125.0,0.014736415
126.0,126.0,0.04889937
127.0,127.0,2.068147E-4
128.0,128.0,3.491562E-4
129.0,129.0,0.0121211335
130.0,130.0,0.033117104
131.0,131.0,0.55590034
132.0,132.0,0.019072544
133.0,133.0,0.038934857
134.0,134.0,0.039602265
135.0,135.0,0.64638287
136.0,136.0,0.90104806
137.0,137.0,0.02881464
138.0,138.0,3.2836953E-4
139.0,139.0,5.4035114E-5
140.0,140.0,0.031726662
141.0,141.0,0.024396636
142.0,142.0,4.776849E-4
143.0,143.0,1.9383851E-4
144.0,144.0,4.0841263E-4
145.0,145.0,0.1182054
146.0,146.0,0.058773067
147.0,147.0,4.939684E-5
148.0,148.0,0.43441448
149.0,149.0,0.5386309
150.0,150.0,0.07084646
151.0,151.0,0.49347356
152.0,152.0,0.42367858
153.0,153.0,0.008221026
154.0,154.0,0.09147816
155.0,155.0,6.903442E-5
156.0,156.0,2.5370202E-5
157.0,157.0,1.2136777E-6
158.0,158.0,2.6033225E-4
159.0,159.0,0.048170816
160.0,160.0,4.5646893E-4
161.0,161.0,0.13745452
162.0,162.0,0.24551341
163.0,163.0,4.37695E-5
164.0,164.0,0.059526306
165.0,165.0,0.08273098
166.0,166.0,0.67059904
167.0,167.0,0.32505086
168.0,168.0,0.0014844631
169.0,169.0,0.9141202
170.0,170.0,0.26001436
171.0,171.0,0.67641175
172.0,172.0,0.06159857
173.0,173.0,0.09187489
174.0,174.0,0.4455039
175.0,175.0,1.0355981E-4
176.0,176.0,2.680762E-4
177.0,177.0,0.14360587
178.0,178.0,0.4380819
179.0,179.0,0.008222904
180.0,180.0,0.0028491467
181.0,181.0,1.0153354E-4
182.0,182.0,0.068910755
183.0,183.0,6.245489E-4
184.0,184.0,0.29410684
185.0,185.0,0.0392789
186.0,186.0,1.8402046E-7
187.0,187.0,0.05210287
188.0,188.0,0.095794484
189.0,189.0,0.016186306
190.0,190.0,0.7663592
191.0,191.0,6.835819E-4
192.0,192.0,1.3909084E-4
193.0,193.0,2.5074024E-4
194.0,194.0,0.015394896
195.0,195.0,1.1861821E-6
196.0,196.0,0.5151351
197.0,197.0,2.4616744E-4
198.0,198.0,0.52200013
199.0,199.0,1.0434894E-4
200.0,200.0,0.014486336
201.0,201.0,0.0467247
202.0,202.0,0.013207161
203.0,203.0,5.9406314E-4
204.0,204.0,0.0073918607
205.0,205.0,0.57649034
206.0,206.0,4.0341647E-6
207.0,207.0,0.032426484
208.0,208.0,0.23479465
209.0,209.0,0.53901285
210.0,210.0,1.02346075E-5
211.0,211.0,0.14179955
212.0,212.0,0.0028447437
213.0,213.0,2.6736095E-6
214.0,214.0,0.009265464
215.0,215.0,0.36562514
216.0,216.0,2.7046984E-4
217.0,217.0,0.5986736
218.0,218.0,0.8661234
219.0,219.0,0.0017012802
220.0,220.0,0.17647053
221.0,221.0,0.48521465
222.0,222.0,0.94146395
223.0,223.0,0.054980688
224.0,224.0,0.029015932
225.0,225.0,0.12081736
226.0,226.0,0.51963663
227.0,227.0,0.557249
228.0,228.0,0.48863205
229.0,229.0,0.4280837
230.0,230.0,0.0616674
231.0,231.0,0.23900515
232.0,232.0,0.34712073
233.0,233.0,0.014721928
234.0,234.0,1.5705943E-4
235.0,235.0,0.551041
236.0,236.0,3.497818E-5
237.0,237.0,0.03543758
238.0,238.0,0.037933532
239.0,239.0,2.5516624E-9
240.0,240.0,0.025321428
241.0,241.0,0.024690662
242.0,242.0,0.4119201
243.0,243.0,3.874847E-4
244.0,244.0,0.063840635
245.0,245.0,0.78000695
246.0,246.0,6.1428575E-5
247.0,247.0,0.016504992
248.0,248.0,0.039644897
249.0,249.0,0.0019224774
250.0,250.0,0.014656572
251.0,251.0,0.0067757494
252.0,252.0,4.8663915E-4
253.0,253.0,0.025953721
254.0,254.0,0.17692731
255.0,255.0,0.038380627
256.0,256.0,0.8076274
257.0,257.0,0.12553239
258.0,258.0,1.1560085E-6
259.0,259.0,0.0701331
260.0,260.0,0.027502455
261.0,261.0,0.25566638
262.0,262.0,1.5731006E-4
263.0,263.0,0.78639024
264.0,264.0,1.4331943E-7
265.0,265.0,0.29584214
266.0,266.0,0.106919095
267.0,267.0,5.371616E-4
268.0,268.0,0.0065037496
269.0,269.0,5.224328E-4
270.0,270.0,0.014939862
271.0,271.0,2.574547E-4
272.0,272.0,0.008847292
273.0,273.0,3.7054732E-4
274.0,274.0,0.0075392947
275.0,275.0,0.30967817
276.0,276.0,0.6605944
277.0,277.0,0.44235355
278.0,278.0,0.6651922
279.0,279.0,0.026979856
280.0,280.0,0.28533575
281.0,281.0,0.0040962
282.0,282.0,0.15071803
283.0,283.0,0.060285635
284.0,284.0,0.0010644163
285.0,285.0,0.14438114
286.0,286.0,0.48730218
287.0,287.0,7.0930444E-5
288.0,288.0,0.9072034
289.0,289.0,0.044402257
290.0,290.0,0.043591153
291.0,291.0,0.023793682
292.0,292.0,0.83297884
293.0,293.0,0.6840507
294.0,294.0,8.6773855E-7
295.0,295.0,0.41253138
296.0,296.0,0.601548
297.0,297.0,0.4412704
298.0,298.0,0.65716565
299.0,299.0,0.0061438144
300.0,300.0,0.027871288
301.0,301.0,5.5064218E-5
302.0,302.0,0.35994363
303.0,303.0,0.8905729
304.0,304.0,0.9147632
305.0,305.0,0.54524356
306.0,306.0,2.2683536E-5
307.0,307.0,0.6653528
308.0,308.0,3.0149808E-5
309.0,309.0,0.014513229
310.0,310.0,0.009874417
311.0,311.0,0.63583744
312.0,312.0,0.90940785
313.0,313.0,0.010451632
314.0,314.0,0.03904615
315.0,315.0,0.05393225
316.0,316.0,4.7559058E-4
317.0,317.0,0.010525196
318.0,318.0,0.032067187
319.0,319.0,0.12924185
320.0,320.0,0.060582444
321.0,321.0,0.22696607
322.0,322.0,0.53969455
323.0,323.0,8.6279505E-7
324.0,324.0,0.1166081
325.0,325.0,0.029207699
326.0,326.0,0.51094997
327.0,327.0,0.0011534964
328.0,328.0,0.37978888
329.0,329.0,0.09080141
330.0,330.0,5.45065E-4
331.0,331.0,0.40658072
332.0,332.0,0.034958526
333.0,333.0,0.89227426
334.0,334.0,2.0714322E-6
335.0,335.0,2.6166474E-5
336.0,336.0,2.9578677E-4
337.0,337.0,0.014264022
338.0,338.0,1.07574575E-4
339.0,339.0,0.0032703292
340.0,340.0,0.059729554
341.0,341.0,0.033885863
342.0,342.0,0.18319832
343.0,343.0,1.0550857E-4
344.0,344.0,0.31578767
345.0,345.0,0.10567825
346.0,346.0,0.016080517
347.0,347.0,0.02742462
348.0,348.0,0.07949886
349.0,349.0,0.0046987203
350.0,350.0,0.31512064
351.0,351.0,0.94760954
352.0,352.0,0.060440585
353.0,353.0,0.010664963
354.0,354.0,1.2551704E-6
355.0,355.0,0.112248726
356.0,356.0,0.13599384
357.0,357.0,0.23640855
358.0,358.0,1.4841712E-4
359.0,359.0,0.16645661
360.0,360.0,1.30371045E-5
361.0,361.0,3.4415146E-4
362.0,362.0,0.4317623
363.0,363.0,1.08053064E-4
364.0,364.0,4.5492794E-4
365.0,365.0,1.5867734E-6
366.0,366.0,0.5882332
367.0,367.0,2.185873E-4
368.0,368.0,1.7061809E-4
369.0,369.0,0.0023231183
370.0,370.0,6.030932E-4
371.0,371.0,9.787269E-4
372.0,372.0,0.0010579283
373.0,373.0,0.79847157
374.0,374.0,0.013856067
375.0,375.0,0.01824119
376.0,376.0,9.088971E-6
377.0,377.0,0.38256118
378.0,378.0,0.019051358
379.0,379.0,0.4201853
380.0,380.0,0.00996719
381.0,381.0,0.0020730954
382.0,382.0,0.51279914
383.0,383.0,0.08260908
384.0,384.0,9.94315E-4
385.0,385.0,2.0945997E-6
386.0,386.0,2.7574542E-5
387.0,387.0,4.2543246E-4
388.0,388.0,0.8180633
389.0,389.0,0.016468747
390.0,390.0,0.06418989
391.0,391.0,1.0387508E-4
392.0,392.0,0.10142415
393.0,393.0,4.9871544E-4
394.0,394.0,0.56254935
395.0,395.0,2.7987486E-4
396.0,396.0,0.0060904645
397.0,397.0,3.9768746E-4
398.0,398.0,0.011994248
399.0,399.0,0.043014035
400.0,400.0,0.04248149
401.0,401.0,0.8783484
402.0,402.0,2.5359637E-4
403.0,403.0,4.909455E-4
404.0,404.0,0.96281856
405.0,405.0,0.046313066
406.0,406.0,0.15843567
407.0,407.0,0.90117085
408.0,408.0,0.24309462
409.0,409.0,0.0052727354
410.0,410.0,0.38303214
411.0,411.0,1.5160041E-6
412.0,412.0,0.0011960985
413.0,413.0,0.034138933
414.0,414.0,2.6269228E-4
415.0,415.0,0.08146974
416.0,416.0,0.016967013
417.0,417.0,1.8662648E-4
418.0,418.0,0.061135206
419.0,419.0,7.560501E-5
420.0,420.0,0.23926874
421.0,421.0,1.2068561E-4
422.0,422.0,0.95312154
423.0,423.0,3.8824268E-4
424.0,424.0,0.21477991
