X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,4.531347409372994E-4,70.6471871294003,0.8408637842803888
2.0,2.0,train,3.9081668929587433E-4,61.89150711682087,0.7950976366100215
3.0,3.0,train,3.830352457489341E-4,60.4034996855263,0.7885271751892885
4.0,4.0,train,5.479237919970803E-4,80.30077614264563,0.891659465502832
5.0,5.0,train,4.6827778396380535E-4,72.2833889557842,0.8503442473328302
6.0,6.0,train,2.2955061170703073E-4,38.79260618218168,0.6058792423377198
9.0,9.0,train,3.8540081652414186E-4,60.83124296751744,0.7905465899094055
10.0,10.0,train,3.4062932320520593E-4,55.111193149059794,0.7488369242041016
11.0,11.0,train,7.018247228894381E-4,91.5250669939228,0.9419659481884185
12.0,12.0,train,0.0011014166562547643,99.53045708150158,0.9885245002598089
13.0,13.0,train,4.0265322842674946E-4,63.5650869177754,0.8047028019154656
14.0,14.0,train,3.765755783191825E-4,59.27226043820534,0.7829130298875046
15.0,15.0,train,5.914169123330268E-4,84.51141635459814,0.9091814493732175
16.0,16.0,train,6.796871560852469E-4,90.27090533973828,0.9365137193953126
17.0,17.0,train,4.587262636315716E-4,71.34735154794289,0.8444324049501872
19.0,19.0,train,4.046498343246909E-4,63.900041605484724,0.8062780460372462
7.0,7.0,test,9.835862507288728E-4,98.5130351712708,0.9814928842530133
18.0,18.0,test,4.1373031443674705E-4,65.41905559960631,0.8132834168774469
8.0,8.0,test,5.980694282082872E-4,85.16598800451776,0.9115993091623332
