x,y,species_2 cloglog values
1.0,1.0,0.013435742
2.0,2.0,0.019904895
3.0,3.0,0.01986686
4.0,4.0,0.32836157
5.0,5.0,0.90992093
6.0,6.0,0.17377596
7.0,7.0,0.15535699
8.0,8.0,0.0099529885
9.0,9.0,0.615755
10.0,10.0,0.23514728
11.0,11.0,0.008883709
12.0,12.0,0.11738918
13.0,13.0,0.10846533
14.0,14.0,0.0023765387
15.0,15.0,0.024664896
16.0,16.0,0.6908166
17.0,17.0,0.21225555
18.0,18.0,0.23520981
19.0,19.0,0.02267174
20.0,20.0,0.25484055
21.0,21.0,0.02071253
22.0,22.0,1.0778568E-4
23.0,23.0,0.29588285
24.0,24.0,0.19195461
25.0,25.0,0.16408579
26.0,26.0,0.21094091
27.0,27.0,0.036564037
28.0,28.0,0.0018841472
29.0,29.0,0.019660799
30.0,30.0,0.0025186082
31.0,31.0,0.1528467
32.0,32.0,0.29344374
33.0,33.0,0.7357268
34.0,34.0,0.12579995
35.0,35.0,0.3999204
36.0,36.0,0.13011488
37.0,37.0,0.6195008
38.0,38.0,0.9531277
39.0,39.0,0.019033834
40.0,40.0,0.009070096
41.0,41.0,0.08750699
42.0,42.0,0.023550129
43.0,43.0,1.3471204E-4
44.0,44.0,0.007828341
45.0,45.0,0.16882528
46.0,46.0,0.916555
47.0,47.0,0.004233613
48.0,48.0,0.014616401
49.0,49.0,0.020497004
50.0,50.0,0.024314657
51.0,51.0,0.15007652
52.0,52.0,1.9498845E-4
53.0,53.0,0.77481854
54.0,54.0,0.6779454
55.0,55.0,0.01996436
56.0,56.0,0.034775447
57.0,57.0,0.81440943
58.0,58.0,0.04476931
59.0,59.0,0.55386585
60.0,60.0,0.18154009
61.0,61.0,0.15072091
62.0,62.0,0.61046135
63.0,63.0,0.38638115
64.0,64.0,0.17900483
65.0,65.0,0.00495599
66.0,66.0,0.7119202
67.0,67.0,0.0056229276
68.0,68.0,0.9140095
69.0,69.0,0.0620884
70.0,70.0,0.012750742
71.0,71.0,0.005898952
72.0,72.0,0.48400384
73.0,73.0,0.635456
74.0,74.0,0.20176682
75.0,75.0,0.14322965
76.0,76.0,0.010249421
77.0,77.0,0.8074512
78.0,78.0,0.19339351
79.0,79.0,0.19163458
80.0,80.0,0.0058605904
81.0,81.0,0.0029952095
82.0,82.0,0.9952214
83.0,83.0,0.017337633
