x,y,species cloglog values
1.0,1.0,0.35133842
2.0,2.0,1.7461846E-4
3.0,3.0,0.09142552
4.0,4.0,0.048547614
5.0,5.0,0.048868906
6.0,6.0,0.12046331
7.0,7.0,0.010472491
8.0,8.0,0.1906845
9.0,9.0,0.6487515
10.0,10.0,0.26584357
11.0,11.0,0.024069792
12.0,12.0,0.012321029
13.0,13.0,0.3856466
14.0,14.0,0.016329914
15.0,15.0,0.2516642
16.0,16.0,0.2792767
17.0,17.0,0.08049481
18.0,18.0,0.0010267544
19.0,19.0,0.20997146
20.0,20.0,0.46486035
21.0,21.0,0.17314644
22.0,22.0,0.013437867
23.0,23.0,0.0425952
24.0,24.0,0.20047018
25.0,25.0,0.0071750768
26.0,26.0,0.1467561
27.0,27.0,0.7240051
28.0,28.0,0.046276648
29.0,29.0,0.01123074
30.0,30.0,0.005571817
31.0,31.0,0.050032545
32.0,32.0,0.007109774
33.0,33.0,0.17874321
34.0,34.0,0.09178524
35.0,35.0,0.028073398
36.0,36.0,0.005444741
37.0,37.0,0.04364107
38.0,38.0,0.40299994
39.0,39.0,0.002220299
40.0,40.0,0.113025256
41.0,41.0,0.015919719
42.0,42.0,0.34716564
43.0,43.0,0.04132065
44.0,44.0,0.3135875
45.0,45.0,0.21746263
46.0,46.0,0.036132816
47.0,47.0,0.0060099335
48.0,48.0,0.1692267
49.0,49.0,0.04246392
50.0,50.0,0.7831723
51.0,51.0,0.41969535
52.0,52.0,0.09073808
53.0,53.0,0.023728523
54.0,54.0,0.04012544
55.0,55.0,0.08064552
56.0,56.0,0.1834778
57.0,57.0,6.458763E-4
58.0,58.0,0.88408405
59.0,59.0,0.032320846
60.0,60.0,0.008732114
61.0,61.0,0.007278378
62.0,62.0,0.0010352543
63.0,63.0,0.09387269
64.0,64.0,0.031147458
65.0,65.0,0.024648972
66.0,66.0,0.31007344
67.0,67.0,0.03361725
68.0,68.0,0.6421687
69.0,69.0,0.10253093
70.0,70.0,0.1860141
71.0,71.0,0.39583254
72.0,72.0,0.847502
73.0,73.0,0.02063598
74.0,74.0,0.83029824
75.0,75.0,0.92272264
76.0,76.0,0.14780115
77.0,77.0,0.034268353
78.0,78.0,0.22697182
79.0,79.0,0.16716218
80.0,80.0,0.01743243
81.0,81.0,0.08082455
82.0,82.0,0.024929002
83.0,83.0,3.0738488E-4
84.0,84.0,0.18223347
85.0,85.0,0.18906793
86.0,86.0,0.6463434
87.0,87.0,0.076215796
88.0,88.0,0.0024862695
89.0,89.0,0.5439493
90.0,90.0,0.009837553
91.0,91.0,0.104485065
92.0,92.0,0.023859493
93.0,93.0,0.0051856227
94.0,94.0,0.12793338
95.0,95.0,0.87452406
96.0,96.0,0.40995926
97.0,97.0,0.027005935
98.0,98.0,0.07794718
99.0,99.0,0.0025436915
100.0,100.0,0.75475585
101.0,101.0,0.15740998
102.0,102.0,0.40330723
103.0,103.0,0.07934731
104.0,104.0,0.067186065
105.0,105.0,0.7767007
106.0,106.0,0.5494584
107.0,107.0,0.057971675
108.0,108.0,0.15543324
109.0,109.0,0.7043024
110.0,110.0,0.08881407
111.0,111.0,4.2413008E-6
112.0,112.0,0.0039334735
113.0,113.0,0.27177835
114.0,114.0,0.34916568
115.0,115.0,0.029640462
116.0,116.0,0.24856004
117.0,117.0,0.5888224
118.0,118.0,0.007382945
119.0,119.0,0.030914048
120.0,120.0,0.03488214
121.0,121.0,0.18474108
122.0,122.0,0.77444035
123.0,123.0,0.032872867
124.0,124.0,0.030024732
125.0,125.0,0.5060652
126.0,126.0,0.18007514
127.0,127.0,0.8738512
128.0,128.0,0.011258237
129.0,129.0,5.2598796E-5
130.0,130.0,0.021162769
131.0,131.0,0.4963216
132.0,132.0,0.28732798
133.0,133.0,0.038414244
134.0,134.0,0.8355731
135.0,135.0,0.015457503
136.0,136.0,0.023850696
137.0,137.0,0.5403704
138.0,138.0,0.46967366
139.0,139.0,5.298076E-4
140.0,140.0,0.08387517
141.0,141.0,0.58608246
142.0,142.0,0.03300334
143.0,143.0,0.5858887
144.0,144.0,0.811387
145.0,145.0,0.9296326
146.0,146.0,0.973605
147.0,147.0,0.36155683
148.0,148.0,0.027955657
149.0,149.0,0.89410985
150.0,150.0,4.9597066E-4
151.0,151.0,0.509784
152.0,152.0,0.054007646
153.0,153.0,0.016793184
154.0,154.0,0.009682115
155.0,155.0,0.01304038
156.0,156.0,0.008788167
157.0,157.0,0.0772265
158.0,158.0,0.16073695
159.0,159.0,0.045732208
160.0,160.0,0.047936082
161.0,161.0,0.008873416
162.0,162.0,0.050066914
163.0,163.0,0.26556566
164.0,164.0,0.01095862
165.0,165.0,0.09977327
166.0,166.0,0.07734245
167.0,167.0,0.8602057
168.0,168.0,0.03304386
169.0,169.0,0.15343268
170.0,170.0,0.017575499
171.0,171.0,0.0065463074
172.0,172.0,0.03713302
173.0,173.0,0.09873268
174.0,174.0,0.014237502
175.0,175.0,1.1914706E-5
176.0,176.0,0.5955393
177.0,177.0,0.0064196815
178.0,178.0,0.10414268
179.0,179.0,0.8628218
180.0,180.0,0.46499428
181.0,181.0,0.0012506961
182.0,182.0,0.2156986
183.0,183.0,0.30934978
184.0,184.0,0.32465443
185.0,185.0,0.067900516
186.0,186.0,0.831153
187.0,187.0,0.76885116
188.0,188.0,0.017645812
189.0,189.0,0.031096054
190.0,190.0,0.0032280686
191.0,191.0,0.107944906
192.0,192.0,0.004209419
193.0,193.0,0.02186192
194.0,194.0,0.01057387
195.0,195.0,0.15060148
196.0,196.0,0.019007547
197.0,197.0,0.0035832908
198.0,198.0,0.00103608
199.0,199.0,1.9644946E-4
200.0,200.0,0.006812662
201.0,201.0,0.013493781
202.0,202.0,0.10167954
203.0,203.0,0.027980056
204.0,204.0,0.017464176
205.0,205.0,0.020696484
206.0,206.0,0.1308197
207.0,207.0,0.13946235
208.0,208.0,0.6551421
209.0,209.0,0.020480102
210.0,210.0,0.28308403
211.0,211.0,0.41151842
212.0,212.0,0.54924655
213.0,213.0,0.0039407806
214.0,214.0,0.03573817
215.0,215.0,0.0018984545
216.0,216.0,0.37082687
217.0,217.0,0.042783204
218.0,218.0,0.39505708
219.0,219.0,0.46700227
220.0,220.0,0.20125815
221.0,221.0,0.24440317
222.0,222.0,0.009708958
223.0,223.0,0.7442545
224.0,224.0,5.3240516E-4
225.0,225.0,0.02760085
226.0,226.0,0.042620674
227.0,227.0,0.25466183
228.0,228.0,0.7330644
229.0,229.0,0.0070742453
230.0,230.0,0.21160531
231.0,231.0,0.24295126
232.0,232.0,0.54735744
233.0,233.0,0.14954329
234.0,234.0,0.049690943
235.0,235.0,0.07083101
236.0,236.0,0.8610881
237.0,237.0,0.13223173
238.0,238.0,0.0012515088
239.0,239.0,0.003881974
240.0,240.0,0.007502087
241.0,241.0,0.555038
242.0,242.0,0.09536017
243.0,243.0,0.08155087
244.0,244.0,0.33329335
245.0,245.0,3.6920622E-4
246.0,246.0,0.72934055
247.0,247.0,0.13415998
248.0,248.0,0.0062733996
249.0,249.0,0.23737924
250.0,250.0,0.013803679
251.0,251.0,0.2687443
252.0,252.0,0.6444622
253.0,253.0,0.039340578
254.0,254.0,0.42674154
255.0,255.0,0.8627196
256.0,256.0,0.9117455
257.0,257.0,0.69615954
258.0,258.0,0.012896284
259.0,259.0,0.69780415
260.0,260.0,0.006619509
261.0,261.0,0.040491227
262.0,262.0,0.0025723563
263.0,263.0,0.09158527
264.0,264.0,0.07874287
265.0,265.0,0.24868523
266.0,266.0,0.66712075
267.0,267.0,0.09848201
268.0,268.0,0.48104644
269.0,269.0,0.08465507
270.0,270.0,0.008709663
271.0,271.0,0.011725699
272.0,272.0,0.0010029709
273.0,273.0,0.0010252661
274.0,274.0,0.7111321
275.0,275.0,0.12160455
276.0,276.0,0.0026152856
277.0,277.0,0.20757739
278.0,278.0,0.114709556
279.0,279.0,0.80481434
280.0,280.0,0.16478147
281.0,281.0,0.014802647
282.0,282.0,0.024127234
283.0,283.0,0.007619678
284.0,284.0,0.006371232
285.0,285.0,0.39929268
286.0,286.0,0.009954849
287.0,287.0,0.004229477
288.0,288.0,0.53637964
289.0,289.0,0.039706513
290.0,290.0,0.06772055
291.0,291.0,0.032952055
292.0,292.0,0.016109245
293.0,293.0,0.008023282
294.0,294.0,0.6222991
295.0,295.0,0.010939698
296.0,296.0,0.34042728
297.0,297.0,0.9194707
298.0,298.0,0.3150235
299.0,299.0,0.29185835
300.0,300.0,0.012260748
301.0,301.0,0.2619721
302.0,302.0,0.10336441
303.0,303.0,0.1416246
304.0,304.0,0.95424193
305.0,305.0,0.01691502
306.0,306.0,0.5102787
307.0,307.0,0.26247117
308.0,308.0,0.011076149
309.0,309.0,4.5171626E-5
310.0,310.0,0.0021501398
311.0,311.0,0.00565335
312.0,312.0,0.029652458
313.0,313.0,0.015796714
314.0,314.0,0.03541935
315.0,315.0,0.040508866
316.0,316.0,0.019979943
317.0,317.0,0.007968586
318.0,318.0,0.9627483
319.0,319.0,0.0012125112
320.0,320.0,0.016196016
321.0,321.0,0.54320234
322.0,322.0,0.076004855
323.0,323.0,0.21314314
324.0,324.0,0.57189596
325.0,325.0,0.023637239
326.0,326.0,0.78016734
327.0,327.0,0.8904986
328.0,328.0,0.9501434
329.0,329.0,0.7855912
330.0,330.0,0.5913282
331.0,331.0,0.10961689
332.0,332.0,0.16935898
333.0,333.0,0.3701391
334.0,334.0,0.7082835
335.0,335.0,0.016855435
336.0,336.0,0.513811
337.0,337.0,0.24907307
338.0,338.0,0.24399449
339.0,339.0,0.5831586
340.0,340.0,0.19585522
341.0,341.0,0.09885667
342.0,342.0,0.64215267
343.0,343.0,0.38099578
344.0,344.0,0.013005632
345.0,345.0,0.14490001
346.0,346.0,0.009061307
347.0,347.0,0.024889868
348.0,348.0,0.30623007
349.0,349.0,0.012413771
350.0,350.0,0.4327971
351.0,351.0,0.4740978
352.0,352.0,0.074183434
353.0,353.0,0.005987281
354.0,354.0,0.035180904
355.0,355.0,0.100959584
356.0,356.0,0.20337605
357.0,357.0,0.4054537
358.0,358.0,0.95801395
359.0,359.0,0.08191968
360.0,360.0,0.035474062
361.0,361.0,0.009026793
362.0,362.0,0.37550429
363.0,363.0,0.0039045892
364.0,364.0,0.35463756
365.0,365.0,0.37733284
366.0,366.0,0.46220857
367.0,367.0,0.016089106
368.0,368.0,0.00487549
369.0,369.0,0.1757559
370.0,370.0,0.0053548603
371.0,371.0,0.03889364
372.0,372.0,0.017978132
373.0,373.0,0.38450938
374.0,374.0,0.052905478
375.0,375.0,0.019374618
376.0,376.0,1.2651985E-4
377.0,377.0,0.013335374
378.0,378.0,0.259488
379.0,379.0,0.45145044
380.0,380.0,0.025104595
381.0,381.0,0.59104836
382.0,382.0,0.19390114
383.0,383.0,0.15103981
384.0,384.0,0.021771606
385.0,385.0,0.8211875
386.0,386.0,0.017169273
387.0,387.0,0.13859937
388.0,388.0,0.03534535
389.0,389.0,0.0037403507
390.0,390.0,0.27776593
