X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,3.9025885543797733E-4,84.95362194885129,0.9075270617245145
2.0,2.0,train,4.6594095532205375E-4,94.56546545965011,0.9417231593714702
3.0,3.0,train,3.638688768212043E-4,80.59205836212766,0.8913738132743599
4.0,4.0,train,2.2282093621715237E-4,57.72461656457617,0.7431739532905771
5.0,5.0,train,2.8792643034603857E-4,67.47624284903422,0.827359384073903
6.0,6.0,train,4.91996233586979E-4,96.68700867392614,0.9502878087905684
9.0,9.0,train,4.3888278332484144E-4,91.5040885054314,0.9312636850971601
10.0,10.0,train,4.5722075534493557E-4,93.68705063560421,0.9385389399726445
12.0,12.0,train,5.487945168014788E-4,99.5423763256826,0.9648458456942367
13.0,13.0,train,5.435280920856158E-4,99.42580478836746,0.9636980484498754
14.0,14.0,train,5.618095883546443E-4,99.79182230646313,0.9675291688100971
15.0,15.0,train,5.219824886015052E-4,98.80166624072687,0.9585986268129962
16.0,16.0,train,4.316771968697677E-4,90.62655756921914,0.9281747171631812
17.0,17.0,train,4.0673273368485184E-4,87.2569639244093,0.9163689886298456
19.0,19.0,train,2.0945427215296624E-4,55.439867454725025,0.7213533314861909
21.0,21.0,train,3.112244016926848E-4,71.91938763767082,0.8502332761431586
22.0,22.0,train,2.2546494049396562E-4,58.167187730287104,0.7472833740151712
23.0,23.0,train,1.8142211939066138E-4,48.903673242863924,0.6693834047914167
24.0,24.0,train,1.5374542934796302E-4,42.92832473193375,0.6085704129412606
25.0,25.0,train,1.1855063982455627E-4,34.753416872143795,0.514821274904758
26.0,26.0,train,1.2642333341203552E-4,37.29459132410656,0.5375730270602916
27.0,27.0,train,2.6702334670238525E-4,64.1764260716923,0.8038784113284752
28.0,28.0,train,2.8453719329600205E-4,66.71359171148745,0.8237526025948815
29.0,29.0,train,2.2859601893805156E-4,58.749001115780885,0.7520648700071353
32.0,32.0,train,1.4212468312751878E-4,40.4712817178357,0.5798129600043236
33.0,33.0,train,1.6301903588506318E-4,44.945561089229756,0.6301008275416519
34.0,34.0,train,7.243427037640078E-5,15.02205368758758,0.35718438116820994
35.0,35.0,train,2.7784488198687906E-4,65.61466152987641,0.8164079390207097
36.0,36.0,train,1.8033695166860052E-4,48.59289029677201,0.667187380284259
37.0,37.0,train,2.3891812385602455E-4,60.199677604160144,0.7671963448086998
38.0,38.0,train,1.7549043771118353E-4,47.75032592511937,0.6572002029236133
40.0,40.0,train,1.2040462385194987E-4,35.47031941373052,0.5202779903192083
41.0,41.0,train,1.2478385013562547E-4,36.851826157914985,0.5329246520476596
43.0,43.0,train,1.3378358013118824E-4,38.95510791861656,0.5578778349259172
44.0,44.0,train,1.4285591340250858E-4,40.659483022691774,0.5816832363874307
45.0,45.0,train,1.0039210447135542E-4,27.737008996251863,0.45798346850993765
46.0,46.0,train,1.3191498371234543E-4,38.52602551191034,0.552808944928919
47.0,47.0,train,1.5318718308869814E-4,42.84279834929561,0.6072350586125324
48.0,48.0,train,8.385431248157497E-5,20.126921859483797,0.400444792092688
49.0,49.0,train,8.744207328451651E-5,21.97449522733203,0.4134251232783889
50.0,50.0,train,1.0987678099916797E-4,31.57541693406193,0.4884559756336183
52.0,52.0,train,4.9314110921382874E-5,7.86258197644061,0.2598104363321184
53.0,53.0,train,6.704162566735645E-5,13.022288053439986,0.33568485015311433
54.0,54.0,train,6.420484710506648E-5,11.965300059955698,0.32408799267621213
55.0,55.0,train,4.018880397681289E-5,5.804471849171359,0.2174351632247672
57.0,57.0,train,2.1037049633878085E-4,55.65197210812776,0.7229065040677413
58.0,58.0,train,2.9976641580898916E-4,70.0355547868116,0.8393898077360962
59.0,59.0,train,3.2825568061790135E-4,74.8462291841554,0.8650132329684839
60.0,60.0,train,3.736848285440573E-4,82.2583230000266,0.8976878271186574
61.0,61.0,train,4.7590859333083454E-4,95.61021643437886,0.9451613338662551
62.0,62.0,train,4.729951561607724E-4,95.38586979984183,0.9441779227434667
63.0,63.0,train,4.3621701151701307E-4,91.12549581679212,0.930136688074329
64.0,64.0,train,4.143894228563204E-4,88.26662741057696,0.9201856357486019
67.0,67.0,train,4.5603082240708694E-4,93.46229676432195,0.9380911471317516
69.0,69.0,train,4.6540254400021815E-4,94.52955526771738,0.9415314245738065
70.0,70.0,train,4.050302735567488E-4,87.02658326141649,0.9154958586971025
71.0,71.0,train,2.9736183816029914E-4,69.3951880877391,0.83701636611537
68.0,68.0,test,4.6037641672933265E-4,94.0313991217299,0.9397108493053609
31.0,31.0,test,1.0701237532141613E-4,30.372196385001796,0.47943829244729685
30.0,30.0,test,2.551527935497973E-4,62.48468790842153,0.7891487082470564
20.0,20.0,test,2.3303595993097087E-4,59.40973334911301,0.7586904524940611
11.0,11.0,test,2.9216598099447916E-4,68.30486005624535,0.8317673263592888
7.0,7.0,test,2.555547310690188E-4,62.55695178657136,0.7896651005535085
18.0,18.0,test,1.8044018167675936E-4,48.618699620499726,0.6673969103290953
8.0,8.0,test,3.2053574032284995E-4,73.58184488329341,0.8585037047196723
65.0,65.0,test,3.272047068561641E-4,74.68671688676169,0.8641449657823276
56.0,56.0,test,7.122087705743979E-5,14.576622045950359,0.3524082774396531
39.0,39.0,test,1.1347842675126378E-4,33.00666383433215,0.49957326209759123
66.0,66.0,test,4.6385260545489147E-4,94.35589652619295,0.9409759436052922
42.0,42.0,test,1.345115448228841E-4,39.08317230649992,0.5598369768526695
51.0,51.0,test,5.540193580806251E-5,9.346644420230966,0.2867966882830002
